datadate,GroupCount,mean_sigma_V,median_sigma_V,mode_sigma_V,std_sigma_V,min_sigma_V,max_sigma_V,skewness_sigma_V,kurtosis_sigma_V
2015-05-13,236,0.0780062377258073,0.0756314373236362,0.00710825712252918,0.0388297266177541,0.00710825712252918,0.250593361019871,0.844698369499411,4.82337351838693
2015-05-14,234,0.0777283101862558,0.0751453067029346,0.00710405362913535,0.0388307288679539,0.00710405362913535,0.250350725660185,0.844311373409681,4.817954363512
2015-05-15,235,0.077732700281635,0.0758863974456252,0.0071015516324938,0.0386797494131214,0.0071015516324938,0.250522719284674,0.829967037683347,4.82631066673395
2015-05-19,235,0.0777436052755306,0.0760536815013836,0.00712165191461602,0.0386529122840046,0.00712165191461602,0.251556885739879,0.830549983682473,4.85581135430282
2015-05-20,235,0.0777207818444328,0.0758986393407596,0.00710758220686497,0.0385825600476185,0.00710758220686497,0.25121881216431,0.82434725374488,4.84172017961927
2015-05-21,235,0.0776631887622316,0.0758074910881564,0.00710672758821233,0.0385459226092328,0.00710672758821233,0.251260698491378,0.824302664462439,4.84413122478215
2015-05-22,235,0.0775631244511684,0.0757819224720676,0.007100841725151,0.0384276009735322,0.007100841725151,0.251335852135004,0.819279570949369,4.85891333006316
2015-05-26,235,0.077474599347418,0.0753376417030461,0.00710897327108174,0.0383791165757305,0.00710897327108174,0.251665089467559,0.818283374797512,4.86664549860229
2015-05-27,237,0.0777327241617855,0.0756880281884468,0.00709692083664345,0.0385647500474604,0.00709692083664345,0.251148605275565,0.775455340058375,4.72621095320805
2015-05-28,236,0.0774073825625854,0.0750817205740745,0.00710099935548401,0.0384573316653831,0.00710099935548401,0.251143201950649,0.801571878132911,4.83776605134778
2015-05-29,236,0.0773401706562708,0.0750900143668814,0.00710136286127828,0.0384537011457365,0.00710136286127828,0.251631415103731,0.805621826326008,4.85469009769623
2015-06-01,236,0.0773031818965121,0.0749895570667099,0.00712140910418578,0.0385628237668577,0.00712140910418578,0.256657566175575,0.828031631805684,5.01121578558914
2015-06-02,237,0.0768434056629798,0.0745808378205118,0,0.0387249291946265,0,0.256129814144153,0.798833966375092,4.954883865783
2015-06-03,237,0.0770678195424532,0.0745944553216506,0.00711313995045212,0.0383533364825843,0.00711313995045212,0.255834498943345,0.829307540092682,5.02916424057679
2015-06-04,237,0.0770633701636821,0.0745867640380293,0.00711269699825435,0.0382752609272471,0.00711269699825435,0.256371076741059,0.837827354717833,5.06769159601069
2015-06-05,237,0.0807312738496361,0.074977235073396,0.00710791799173901,0.0690350648444066,0.00710791799173901,0.962005210285293,8.92640453980804,113.455687821635
2015-06-08,238,0.0800363818347538,0.0751090909879529,0.00687840832732835,0.0598031867305674,0.00687840832732835,0.786091339851741,7.11510497589652,83.1374587422759
2015-06-09,236,0.0767558732722536,0.0746885245252146,0.0068725342308007,0.0382393118034379,0.0068725342308007,0.256404496929734,0.842511024668697,5.08684600108648
2015-06-10,236,0.0766816932379969,0.0747432319812858,0.00685992458547932,0.0382092627780952,0.00685992458547932,0.256422633448522,0.842343047270247,5.09208718708019
2015-06-11,236,0.0764233751519025,0.0746521153770272,0.00686468794137773,0.0380363190063213,0.00686468794137773,0.256377580102163,0.85674893298756,5.18103795012422
2015-06-12,236,0.0763938535493733,0.0746600273138358,0.00682972683851279,0.0380098606382982,0.00682972683851279,0.256258259695555,0.854634710581179,5.1752637357285
2015-06-15,236,0.0760311949870063,0.0747607424940482,0.00683750150139322,0.0370209439182795,0.00683750150139322,0.25662162366352,0.713093908674307,4.78665020326458
2015-06-16,234,0.0754937188487371,0.0744659765066208,0.00684047183936453,0.0368152334502374,0.00684047183936453,0.256103571247723,0.741225490272339,4.9139785741468
2015-06-17,234,0.0754663487941837,0.0746089562806841,0.00684139339134173,0.0367892335404723,0.00684139339134173,0.256094762970655,0.740323397720753,4.92113166561369
2015-06-18,234,0.0753867371534602,0.0746132380612677,0.00681837402448164,0.0367282234614319,0.00681837402448164,0.255950686135267,0.74176323334194,4.92750042680901
2015-06-19,234,0.0753104790814869,0.0742728677654917,0.00680972537611719,0.0366693411439167,0.00680972537611719,0.255978675566723,0.746251430389808,4.94718354411858
2015-06-22,234,0.0750278555085141,0.0737835693128301,0.00677718237254215,0.0366558060121193,0.00677718237254215,0.256242906763095,0.758205681529827,4.98414459900437
2015-06-23,234,0.0750405259181829,0.0736531670921237,0.00676357168769314,0.0366663242847351,0.00676357168769314,0.255820044001216,0.760528116936687,4.97758106052432
2015-06-24,234,0.0750053696551561,0.0737537938984251,0.00676280926514865,0.0367156874628921,0.00676280926514865,0.255693148130778,0.767723163548185,4.96546644104571
2015-06-25,232,0.0746383536403059,0.0733398070736443,0.00675069906165,0.0365482801387781,0.00675069906165,0.255617669488379,0.780766868037507,5.06895932597946
2015-06-26,232,0.0745580643865521,0.073413341477236,0.00674278369182222,0.0364739291047753,0.00674278369182222,0.256126044447312,0.780956197201561,5.09904197510632
2015-06-29,231,0.0741969161338309,0.0732188444485933,0.00670146924881381,0.0360209779775036,0.00670146924881381,0.256605302469442,0.772051241440619,5.23146101328218
2015-06-30,234,0.0747522606555003,0.0731373894692472,0.00670781164255666,0.0367752087720123,0.00670781164255666,0.256088186033329,0.783740380534014,4.99383405845306
2015-07-02,235,0.0749323192297654,0.0730236491644673,0.0066586259164809,0.0367988255012641,0.0066586259164809,0.256003996157705,0.7740702963166,4.96553047864566
2015-07-06,224,0.0740320975434944,0.0712985261465735,0.00640823664103193,0.0371302018984931,0.00640823664103193,0.256493144433411,0.838676352112016,5.11808485854332
2015-07-07,225,0.0741871434481337,0.0717930422169805,0.0063966579973206,0.0371697980427976,0.0063966579973206,0.255966502067226,0.829275904933565,5.07077835814905
2015-07-08,221,0.0738543607204896,0.071800254060515,0.00637893709859145,0.0368589645534816,0.00637893709859145,0.255995642895953,0.809305846263756,5.15220333414326
2015-07-09,221,0.0739981225609844,0.071797408709441,0.00639697396101141,0.0368287479399923,0.00639697396101141,0.255933429666106,0.818036294978341,5.20425449745233
2015-07-10,224,0.0740334747600658,0.0713256723383986,0.00639038976197915,0.0368648957102933,0.00639038976197915,0.256172308423199,0.851331707884043,5.26872447200926
2015-07-13,224,0.0741957182890018,0.0712753555412374,0.00637641865997293,0.0369231130760656,0.00637641865997293,0.256700657880062,0.847553172281882,5.2554556178411
2015-07-14,224,0.0741301392063366,0.0713692788153185,0.00636479620650582,0.0369716390954943,0.00636479620650582,0.26007714768061,0.872535017188708,5.41941011242932
2015-07-15,224,0.0740826974302656,0.071358426696007,0.00631665157543629,0.0368012281188209,0.00631665157543629,0.261839331838545,0.874016345518728,5.54026024332588
2015-07-16,224,0.0741748287216128,0.0717297302138744,0.00629947238902875,0.0369238398922675,0.00629947238902875,0.261842479331352,0.86368768498328,5.48440824717108
2015-07-17,224,0.0740428686002908,0.0717121865936904,0.00628649508845524,0.0369324610004234,0.00628649508845524,0.261861392287587,0.870743924314874,5.48810376400578
2015-07-20,221,0.0741174300211407,0.0710361597726839,0.00734151885601442,0.036764291842106,0.00734151885601442,0.262377180509197,0.91319480235292,5.62480406300644
2015-07-21,221,0.0741742221488333,0.070891201896797,0.00732829656307096,0.0366699916938581,0.00732829656307096,0.262288253995504,0.911246591232102,5.64814444125826
2015-07-22,222,0.0746204279357264,0.0708437047099345,0.00732162630293006,0.0368464503007296,0.00732162630293006,0.262326240697304,0.885810494899574,5.50545542193737
2015-07-23,222,0.0746367313549774,0.0708605315299888,0.00738513472398903,0.0368521435698458,0.00738513472398903,0.262323639046257,0.891191483445285,5.5098769131502
2015-07-24,221,0.0745782892839462,0.0708207492016277,0.00739254806452361,0.0368738270316284,0.00739254806452361,0.262264461268208,0.899387066291996,5.52385795900072
2015-07-27,221,0.0746003615464295,0.0709658563743125,0.00740964897116369,0.0369914473689057,0.00740964897116369,0.262806084638724,0.901177924420716,5.53552110206419
2015-07-28,221,0.0756775120689559,0.071566320295837,0.00740630067539439,0.0379262980088002,0.00740630067539439,0.26241850071274,0.8571989162198,5.12477862764647
2015-07-29,221,0.0757588476895601,0.0709464965677392,0.00740167696758365,0.0378881913737852,0.00740167696758365,0.262703232879277,0.846368931306332,5.11025764449911
2015-07-30,222,0.0762060466934616,0.0712848151998401,0.00738460329820749,0.0380464284442545,0.00738460329820749,0.262604797400853,0.835691941381941,5.01482636459753
2015-07-31,222,0.0760054628854131,0.0715080129563737,0.00734983159837272,0.0380087597398668,0.00734983159837272,0.262422047804183,0.848768040872435,5.04919667600626
2015-08-04,220,0.07559314489252,0.0714090681900877,0.00728853282557198,0.0370521211866684,0.00728853282557198,0.224442290846214,0.646728300060348,3.86414177072119
2015-08-05,220,0.0754588829136042,0.0713419912655346,0.00727916528977123,0.0374184873568595,0.00727916528977123,0.258409053820407,0.856480479956361,5.13471349192221
2015-08-06,221,0.075804349314213,0.071274413644959,0.00727117868300321,0.0376347883245555,0.00727117868300321,0.258588810020235,0.843942330193518,5.01841457463169
2015-08-07,222,0.0765644004874167,0.0713582845921243,0.00724615690212776,0.0389067226407061,0.00724615690212776,0.258570726647515,0.957878708834562,5.26925124243679
2015-08-10,222,0.0771476895794497,0.0716481202998033,0.00723873747997663,0.0412586272585618,0.00723873747997663,0.33065697576775,1.60210309394237,9.83281968277209
2015-08-11,222,0.0771034048134719,0.0716485417925543,0.0072647738019789,0.0410199142948436,0.0072647738019789,0.32272401164111,1.52930334673583,9.25728559416007
2015-08-12,222,0.0770398398932626,0.071938818863859,0.00726522074618221,0.04085934340157,0.00726522074618221,0.315464321155677,1.47102216027868,8.75538707821658
2015-08-13,221,0.0768671192220455,0.071675907202581,0.00727410970814057,0.0408403673881538,0.00727410970814057,0.317402079265493,1.50554948312054,9.00892921106002
2015-08-14,222,0.0769537395923767,0.071997971710018,0.0079548024937503,0.0406489579408594,0.0079548024937503,0.31138460634243,1.44967002464094,8.60095721658603
2015-08-17,221,0.0766954546181506,0.0719139121283701,0.00793652063525805,0.0403233970963617,0.00793652063525805,0.308459866285857,1.44011535943934,8.57806654195818
2015-08-18,223,0.0765582680673215,0.0719266056340738,0.00791812012738155,0.0400011922143684,0.00791812012738155,0.305082960589584,1.42320924981834,8.4708010473779
2015-08-19,222,0.0761330873313087,0.0719249581625287,0.00789984854035051,0.0395928332017609,0.00789984854035051,0.299541609693054,1.41412881193546,8.40496140715258
2015-08-20,221,0.0761342856682493,0.0719544043917526,0.00788186044112093,0.0394244961627422,0.00788186044112093,0.294697957573178,1.37033953735419,8.14111305737056
