gvkey,GroupCount,mean_F_star,median_F_star,mode_F_star,std_F_star,min_F_star,max_F_star,skewness_F_star,kurtosis_F_star
14313,3008,888.870396412603,892.83037637638,400.818956790811,211.877910959205,400.818956790811,1481.87379061095,0.0172795562766628,2.47410861162065
14316,2595,9841.03599108885,10785.368405832,3049.04077252184,3081.16632236106,3049.04077252184,16596.1000340156,-0.610060908629116,2.30767679471621
14353,3114,6939.95302675908,7087.21241417679,2914.56852636458,2497.18238482711,2914.56852636458,11412.9349729826,0.10015865103438,1.56829033878352
14359,2974,6638.12287205808,5157.05877605224,2425.65836964774,3637.73343040475,2425.65836964774,16116.4827562497,0.871417863765633,2.4647893010392
14369,2510,2752.86041059153,2642.97278007908,2011.48716497008,466.830410653683,2011.48716497008,4600.72376351818,1.64028102807189,5.66307109061827
14370,366,6893.39181117328,7010.49582404904,5385.03154790149,750.765149746975,5385.03154790149,7986.09008556385,-0.197181053425941,1.54895116134162
14372,1234,1385.66293029692,1377.54311472318,924.254668282602,182.005803805338,924.254668282602,1803.56313268846,-0.0152545807377373,2.81575911835885
14391,1478,4550.15359608499,4248.6228253773,3132.56688321606,968.416177860148,3132.56688321606,7428.09112542015,0.926250960495542,3.12140361449412
14412,123,1079.07654032217,1104.99458459528,800.472658895376,125.510779221578,800.472658895376,1302.01850018972,-0.457904558874206,2.27281833857334
14418,2559,14082.4579990905,14353.8885663942,9789.46487458159,2513.14187963906,9789.46487458159,19584.2213575216,-0.114544930360093,1.79409814722202
14447,4835,63066.8593764802,61513.7555831819,7771.70871681898,41690.8366165139,7771.70871681898,225026.16806531,1.05355644083085,3.94568570614953
14477,3804,19063.4397993834,18594.9895236017,14434.4959904899,2083.4157317156,14434.4959904899,26734.4710819546,1.09411940668543,4.24445136021257
14489,3555,48414.3349629589,48651.5769635399,24959.8594852853,12880.7603682919,24959.8594852853,74674.3166517402,0.042779563406664,1.63186000191206
14535,1141,1998.2818106607,3057.27629667202,190.687200438387,1555.68856149902,190.687200438387,3952.80635007247,-0.122965287961605,1.08672521555811
14538,4233,31362.6688847223,33793.9003263742,7591.60336712405,10668.2353498219,7591.60336712405,54949.0231644724,-0.305513246193013,2.39129827818024
14590,1219,14669.2266303511,14397.443415803,7925.41983120582,2544.09196508335,7925.41983120582,20469.230019865,0.0637106212969808,2.73603719239988
14605,3686,64049.5109891229,56984.1332107764,32691.8943640866,17625.4360264212,32691.8943640866,100205.612756202,0.468596500229535,1.81327983984468
14611,971,1586.59940449885,1524.86651676781,1008.02413549421,468.924968038891,1008.02413549421,4455.65409018694,3.33451591965814,17.0437870241384
14620,4797,10657.4714758892,10730.7167509192,5965.56634378796,1682.88576348044,5965.56634378796,14870.0686877896,-0.17127484342731,2.73012751270019
14624,2194,4384.69078033815,4176.69349929616,2327.46676269484,1322.74289994328,2327.46676269484,7692.75942162407,0.556183754282525,2.34281313726604
14790,846,683.021472663209,653.244554799695,333.617156544983,222.260847658153,333.617156544983,1323.15548633119,0.980203441722467,3.41196189573112
14793,1193,2070.14456819929,1968.1201592168,1123.91109577986,531.686651566,1123.91109577986,3949.65877077726,1.11513339581804,4.14984943016421
14822,1664,7938.14744025765,8509.69913426223,4940.72419835176,1303.83148656448,4940.72419835176,9953.6198967093,-0.895161682004073,2.48040968648526
14894,2489,746645.895226237,752660.895145879,529260.367266905,147065.510270695,431269.449746452,1264788.98915098,0.468236807524109,3.89625734279165
14934,1800,19072.151080338,18084.7271881957,9101.23815661713,3939.1756145004,9101.23815661713,33557.4325023133,1.69220661495794,5.76809029180352
14960,1460,5898.09133183454,6153.41293545845,3554.50386797822,939.662915303343,3554.50386797822,7670.00139024094,-0.462595592756552,1.99927544861241
15055,2115,17081.2501584975,19371.2718940021,3728.58827421825,6596.74197762516,3728.58827421825,32121.2894895321,-0.463038415494982,2.31724024222363
15070,2871,21816.9178487143,21942.994421007,4145.71613977209,11092.2808281179,4145.71613977209,42837.2399695564,-0.15121150357972,1.60031878630603
15142,2568,5089.41413207455,5526.28983324563,2823.15376625746,1757.61852188798,2823.15376625746,9395.54593296279,0.262832456362077,1.90509698996773
15172,1496,73757.7506059653,72697.3034454266,62535.5559936447,6709.70269226175,62535.5559936447,89680.2025507176,0.293510124214495,2.1372353479469
15247,2564,21887.2048981883,22802.7594466943,13180.8632670111,4625.89932761205,13180.8632670111,30801.5367066236,-0.172147818750645,1.72049334662303
15261,349,7418.00176618055,7146.96983957078,6421.35477385665,689.451341097498,6421.35477385665,9173.99368713729,0.721140792704428,2.27012572028635
15319,2069,36846.5068693917,35358.6699931152,24007.6391236879,5631.02689921758,24007.6391236879,49654.708973216,0.405072659050036,2.54660294900208
15334,4853,12696.0402398728,11587.6475929498,5959.45304386034,3875.80608526078,5959.45304386034,27962.0885602012,0.989690272361344,3.55344468961049
15362,1049,548197.484283242,553837.246788082,486321.23574855,27626.1360826698,486321.23574855,600935.485149593,-0.5017815452118,2.6834215008473
15406,477,3850.1541401929,3543.21903610168,2770.68613268243,892.148326392053,2770.68613268243,5551.66832175762,0.530498134843657,1.70160275956563
15508,4502,21704.5968027326,21543.1158126787,13693.8331284634,4740.88051310352,13693.8331284634,36711.1939873005,0.408055138574159,2.61500483833861
15509,3897,2274899.1457979,2336111.24162529,1495143.37241816,256629.733604335,1495143.37241816,2686362.857548,-1.2436618185938,3.94926602150931
15521,3187,9037.4099114559,8870.86590579239,4463.47410226789,1997.00199433422,4463.47410226789,15156.7159064266,0.25811561898546,2.43435840102674
15545,2718,293271.707268506,299286.62739713,246958.669676209,22686.5709156334,246958.669676209,350581.448626871,0.0753689205989351,2.34965764204983
15580,321,247291.042480099,258901.981052747,131100.861370981,38393.7377008621,131100.861370981,306246.119081021,-1.43490135813859,5.864838367874
15581,2323,234335.896636176,217669.480904352,159949.207549928,56515.9587337806,159949.207549928,342950.292993558,0.37251016171232,1.72742026068033
15582,2685,397197.481313343,363715.363192096,151482.618704839,199819.782649212,151482.618704839,731215.469675909,0.47907192051045,1.76881718228246
15598,4814,233211.722772522,224282.179699914,132625.377388365,39211.1205270355,132625.377388365,363401.840642046,1.10781802760865,5.64368714169602
15613,1512,291269.522492739,293458.489012457,260518.547506413,18542.2461009471,260518.547506413,330745.935574909,0.184684403645127,2.0550572721196
15617,1777,975864.382590133,991925.147154929,463421.341589879,214682.236874987,463421.341589879,1407389.80634548,-0.441478852121865,3.36579352140588
15620,509,85861.458669016,85404.6464127595,68847.7942835444,13403.6974058392,68847.7942835444,111970.420500912,0.491332790955579,2.32590829914343
15633,1145,340161.417478833,309507.086910965,210734.492907555,95164.1147617688,210734.492907555,573941.993925456,0.730407642642169,2.50087549875549
15634,1861,1471130.23349479,1285026.6088511,216522.996616884,748891.39130993,216522.996616884,3047606.4181174,0.100746164824476,1.42010036962511
15659,3955,90767.1902833242,95168.6513008725,33483.4259761353,24249.7047530308,33483.4259761353,129940.680780881,-1.28900621032944,3.78076038836617
15668,4668,66044.9729150938,47336.4146613168,23233.6177337138,37510.6951154833,23233.6177337138,133576.659417828,0.336389566937081,1.32180141254127
15679,1512,262051.095334475,255041.060350311,219015.179724635,25163.4634734614,219015.179724635,303879.272099199,-0.00442178937091774,1.4269600013486
15704,1002,19085.0044260812,19244.2665641236,14504.7096257935,1714.83985498447,14504.7096257935,23378.5360313295,-0.34311273936167,2.77758299978554
15706,797,239512.198727209,196474.045306023,160755.737695563,80600.2457571414,160755.737695563,425998.84385258,0.791367124930298,2.05699741538865
15708,2207,7197.69439160948,7116.88085255923,3771.76920633963,2069.79943684055,3771.76920633963,14768.886863087,0.232399035685199,1.76934824508363
15724,3453,564877.183020876,522151.18144361,370078.580047097,151136.033717315,370078.580047097,1051209.03232177,1.57478270863181,4.90675439338465
15743,1512,403507.158851564,390737.496850954,311541.712608219,52929.2151737086,311541.712608219,520995.587817825,0.0335515016925916,1.54782146286366
15782,864,198304.490292594,201607.432855724,116345.175976746,39149.066429348,116345.175976746,294832.208974224,0.140934128302894,3.26072533358863
15889,299,341835.483851522,362376.900672959,275812.701319906,39808.5871399794,275812.701319906,388581.335619138,-0.554462691735651,1.51948743013056
15929,1190,502801.340596498,494729.348572981,347125.575200342,71873.6172558335,347125.575200342,631741.939569941,0.147340620821539,1.92906763745776
16428,1605,14242.7444378209,13819.1513361659,11878.6293153042,1320.80904613714,11878.6293153042,18445.8671939533,0.996613500757516,3.03431054688153
16477,1652,6029.5800839307,6050.10336205887,4145.76619261296,591.410042410046,4145.76619261296,7293.87202399622,-0.416604726695817,3.05714073184856
16478,419,7845.62366008264,7872.8112188813,4255.44820557403,1510.73346702048,4255.44820557403,13189.6213618865,0.306907095174932,3.7947098074752
16560,1733,4465.50449519752,4520.55972946147,725.293654276054,1173.55681741112,725.293654276054,8636.6788030067,-0.376817676401392,4.46448205893908
16590,1356,13487.3775703054,14180.5237301904,8091.96360340522,2102.36472896349,8091.96360340522,17473.3105038841,-0.657168826736918,2.08003583953943
16603,1635,75071.5425358625,47089.604004013,38257.5753963754,47014.929318525,38257.5753963754,178111.800310252,0.994906831693147,2.19586535574117
17420,1868,7058.98205021855,7377.21432554713,2582.62832606747,2487.03727413263,2582.62832606747,11792.2396898344,-0.110924486071983,1.72786142799906
17436,2570,101922.020145492,104779.817718654,48147.7810943725,22636.4557743672,48147.7810943725,149232.431061811,-0.280706157317221,2.14790920073709
17452,2835,23203.4206512448,22662.1032282083,17012.8364813919,3736.13604422604,17012.8364813919,30284.1745263063,0.19999650729515,1.77449463528933
17828,2707,155970.331623387,146795.337750451,115905.307105853,43937.2286350752,91135.2458880021,268471.298939095,0.89523993349076,2.54959365557908
18466,885,14694.2776935914,14727.5643430876,11888.4271287649,1182.09670070262,11888.4271287649,16755.3790838459,0.0160844695833433,1.65872894780951
18467,4832,37405.0919382049,39260.5670359849,7470.36866423016,13199.4584141784,7470.36866423016,100475.980463622,-0.205436865657814,5.57883423615436
18636,1019,108142.769912096,107190.744301156,64297.3457519957,16547.2872892836,64297.3457519957,148727.003786201,-0.289943319745453,2.86218589183304
18729,3285,16071.0263876387,16331.5931413339,10445.8782735154,1903.25326789222,10445.8782735154,21842.4006864613,-0.233494694595178,3.12463176682294
19113,4857,92150.3461232558,94268.8121913643,44314.3880386214,14161.5974385422,44314.3880386214,115470.997322879,-1.01522221228283,3.5624838720493
19151,575,334898.135588479,335076.153155291,277574.659925636,24836.3370405644,277574.659925636,415369.371943156,0.24560496549299,3.51555472458422
19349,4837,91658.8145278696,93960.6052878669,47374.6534453322,20108.1959515973,47374.6534453322,143677.470456394,-0.0756820984485955,2.15701180948134
19398,1370,435.649617651829,428.905790744273,277.450014519961,84.2265727451932,277.450014519961,628.686580867079,0.0821650800734947,1.82633415381316
19439,977,33.7906882613962,29.647088961267,12.3180156330782,14.1500652526149,12.3180156330782,71.2400576696255,1.40039420522704,4.10036957849462
19565,4536,73833.0964957513,53577.3419805748,30078.7530620425,48802.246836564,30078.7530620425,290039.104123381,2.00099391170248,6.85479654456569
19625,1005,110619.477668011,84897.6544709173,63917.6506353194,48333.8202633421,63917.6506353194,230933.244465883,1.04807380420681,2.50742197813703
19661,4467,330007.806258044,332199.817298958,150308.621187239,73011.7097318956,150308.621187239,464427.915869705,-0.480079824776381,2.45996826892763
19824,3921,6092.83520996532,5833.60677186237,2328.23909232928,2312.89380799107,2328.23909232928,12044.5109611924,0.444440387729229,2.25391107342904
20067,3728,5740.18040833839,4941.99239576634,3893.42765662902,2118.42869820815,1821.06381962099,10389.9051177706,0.632976073907714,2.26246181084249
20779,3553,91332.2078364044,87394.3570998151,57182.9426638913,20955.1809512086,57182.9426638913,148934.593166679,0.789777087215712,2.82969456096737
21487,1032,1089.74611813086,925.568647734019,466.022409411036,585.888917980878,466.022409411036,2866.58581812359,1.25002250905766,3.60161580087844
22260,2588,24513.3644426594,22633.2654897852,16851.964457115,5761.33401009152,16851.964457115,41892.3164138522,1.2057238992306,3.48469785230551
23220,317,3067.01058908979,2901.26745218614,2538.07833764146,408.591718783538,2538.07833764146,3947.86793681959,0.685814038438093,2.23874965654864
23667,852,53042.315432866,53213.6417736967,42912.7831833764,4422.75584837295,42912.7831833764,63896.8082597892,-0.067572017981384,3.17777534664913
23671,4871,33500.0292005084,28963.6434505636,15964.2965638476,14605.4863968653,15964.2965638476,113718.703117354,1.48431949682514,5.42848815097737
23714,754,6030.43017138089,6310.77856079616,3053.96052908822,968.414101271539,3053.96052908822,7227.68797409,-1.84943601148665,5.82186396177087
23809,3151,8687.37583965613,7107.52045181188,4365.48521276227,3208.38577017365,4365.48521276227,17287.8214855537,1.0048669885644,2.65059201961395
23877,1083,5196.13191376698,5498.80102862887,2577.4283962453,1029.36194170095,2577.4283962453,6957.72731168652,-0.761747954863744,2.72271490026699
23978,4493,6176.56355846851,5726.54566860518,2871.8275963675,2147.2501037351,2871.8275963675,17015.5198536648,1.71486575826579,7.61352433320638
23988,722,1034.30659405138,1030.58501844572,779.101248576196,147.171000034336,779.101248576196,1429.6159825835,0.0510621125195847,2.03654905225689
24032,812,1302.84031163315,1302.68732309393,1136.73607928557,70.3902661425337,1136.73607928557,1595.94794735864,0.127470898583095,3.19537572001719
24216,1886,20515.5280169174,20867.1882473529,16227.5289873127,1897.65712839969,16227.5289873127,31068.8517755462,0.993880737046434,7.75640572696653
24287,1970,11489.5288412393,11347.3269902313,7432.53453483719,1215.86762469222,7432.53453483719,13897.294344591,-0.0598470409527394,2.41990278146806
24318,332,20440.136087383,20480.2550675383,19292.2758326186,412.003540066756,19292.2758326186,21230.5147866214,-0.376039043962952,2.81493286689677
24370,1793,3560.76352938331,3856.1326421052,613.351306368502,1673.79330459877,613.351306368502,6991.0938848017,-0.19997273651908,1.86154948164712
24625,4225,135555.025979808,141614.272623109,59796.1539940131,29432.8479448698,59796.1539940131,193173.433762333,-1.18192423054107,3.5182056709867
24678,1251,2957.43690064294,2933.31003486236,2444.47521367424,201.477485382801,2444.47521367424,3297.032587933,-0.432053529314175,2.46741273786653
24731,2336,4727.6750282046,4880.17164266345,2014.03506201006,1283.36965266241,2014.03506201006,8161.17054245043,-0.199363492249994,2.19382988020767
25021,337,1139.33308154192,1204.22088805446,700.830238572702,238.762009583086,700.830238572702,1532.56346678531,-0.456010657518232,1.93022011208441
25056,788,88238.0213870029,89026.9348011879,71596.8233430414,8329.14030221724,71596.8233430414,105721.956288743,-0.0186313746366395,1.88937323095275
25119,2016,3586.01683783863,3444.74767726793,2173.95069358284,640.849468096631,2173.95069358284,5203.08432828946,0.353838179057956,2.16619202969222
25124,2743,13101.2486178046,11870.5356902242,4815.35243142958,5303.67334223019,4815.35243142958,23135.1359868821,0.26696583291671,1.67533136729621
25157,2202,27855.7636004546,29068.4613295306,16245.201808539,6088.48083809947,16245.201808539,41312.2821707687,-0.300864008614851,2.24935767742294
25180,1080,2455.22051841121,2148.33956298612,1982.680363343,873.314441459911,1507.5843503965,4726.78651077971,0.990937205861181,2.80854304637566
25279,3763,12175.874654061,11744.8308130844,5028.06809123363,3592.32261722475,5028.06809123363,20101.4942900628,0.045332418199011,1.89876814839837
25283,2786,9240.3213025946,8917.72155264001,6371.39315500143,1401.63216104506,6371.39315500143,15499.9581399524,1.10949949064452,4.5407915572773
25340,1622,4037.88870211907,4100.79997589271,2257.10793621039,1015.65895035923,2257.10793621039,6472.87875889521,0.207707098342942,2.19189089207671
25356,1105,9734.57714095656,9276.30246581084,4977.25938189245,3361.08363147105,4977.25938189245,18231.5134158824,0.834041668129068,2.91662857126619
25389,1345,1869.9560501198,1747.2883189646,1144.92311331867,364.033356500565,1144.92311331867,2693.41779985574,0.360658542360483,2.17240093833242
25495,897,5059.55567146789,5167.52836361015,3381.9403927247,690.219353451545,3381.9403927247,6647.62102373141,-0.417044822926185,3.04582117734885
25627,2854,12933.7078104267,10002.81074598,5649.00751100788,7277.71471045521,4632.90566393402,30357.0507092962,0.903516531870317,2.61065381009495
25648,4751,71755.4559527732,69431.2979229737,11047.2538597112,24719.5498735236,11047.2538597112,147572.205973761,0.587340233596547,4.05487276233125
25714,1512,305753.267505791,298622.234531446,249214.934919457,39501.6716345466,249214.934919457,396373.746333112,0.322277405269483,1.94021081637385
25751,1348,5513.6804002281,5313.09711230813,4208.87328653584,701.933648410907,4208.87328653584,7229.85016994263,0.226872818958256,1.96448550167086
25895,1987,3273.9866645319,3426.22936748811,1618.37321150034,494.025297711567,1618.37321150034,4181.07802972698,-0.320085981513202,1.81366851491138
26061,611,6920.34121770325,6959.39514333035,3942.13535149982,895.794742679859,3942.13535149982,8729.39046598241,-0.307997691375156,2.22813955380298
27780,1826,3777.73621389556,3631.65587664461,2271.56765388061,955.185886970607,2271.56765388061,6016.90001403051,0.399023872289339,2.0454394634455
27786,2229,12348.6982322975,13675.7776145372,2224.75014518898,5520.59225822937,2224.75014518898,39836.4875608767,-0.0912310024998557,2.41639379456171
27914,3304,9941.60275841558,9861.43905830495,2756.65871055921,4948.01372036212,2756.65871055921,25942.217642371,0.3928161640667,2.72558842264967
28139,698,3243.44786432773,2768.37870074647,1318.84443888365,1495.81771197885,1318.84443888365,7638.69170815977,0.87888231222376,2.7410499103477
28169,2651,4040.14448561597,2432.92629777924,848.159692620043,3004.02712260607,848.159692620043,10397.0971271469,0.57997918916429,1.80300492553744
28191,4861,10529.9969073094,8571.21241024698,8468.82343289799,4709.9328096559,3952.9843670421,23897.6452810751,0.846902470518971,2.39256139662222
28194,574,997.266239755922,954.600656912105,643.176059476437,159.084196249368,643.176059476437,1268.1475006546,0.165816046691359,1.73055901586942
28195,2698,5411.71681215845,5535.03041753395,2934.85532902935,1045.35999690268,2934.85532902935,7705.83977647429,-0.138604143192356,2.08396878121962
28216,571,8027.1175658048,9776.38027390527,4086.7739098416,2846.34525156391,4086.7739098416,11799.2851445202,-0.302183175272427,1.23624883362079
28272,2989,50094.625109694,49755.1530206231,34021.3726435011,6291.40156429603,30938.9216570833,84021.4906757132,0.288228309257917,4.23113970846822
28298,793,403.835326621175,419.635045743763,250.113853753601,92.9515013037089,250.113853753601,735.506395967555,0.0751878967283592,2.43069591772381
28322,1530,917.795858742533,933.91397866022,511.05080698733,107.636753510639,511.05080698733,1264.54725138465,-1.28116350965162,5.78576748029709
28349,3520,70546.8761550577,66067.0340950246,56818.5400823823,9588.94216027138,56818.5400823823,90018.7199454204,0.658951713175887,1.8840480206574
28520,1439,14115.0514055471,14336.7031857759,7933.76449323451,2190.38081025739,7933.76449323451,20461.0411361215,-0.153056784801753,3.05335255226055
28629,384,2713.71223814085,3013.01480640573,1595.25270395081,607.630654753268,1595.25270395081,3429.07631353569,-0.990890396369323,2.31595457237317
28733,3031,9908.81432062788,9299.63270346381,5923.5520376113,2956.62038329189,5923.5520376113,17799.2831077663,0.725497258117904,2.41774225401156
28742,3866,4096.66043991481,3393.02073278424,1232.33684675608,2268.87320921006,1232.33684675608,9195.0680555407,0.507951190666878,1.97390765568593
28838,2256,828156.350993533,830119.897971483,804831.379971021,100406.091038769,530299.936902367,1008120.901622,-1.06177003707926,4.42573273800201
28883,2173,3682.42315930934,3557.73211137212,1828.50875492242,1007.60490912663,1828.50875492242,5589.26334594958,0.0345629710643731,1.68887941962575
28919,340,3564.79067597966,3373.72181363265,3112.4665924677,366.396489008506,3112.4665924677,4515.92743721701,1.04858107832977,2.71824515335073
28930,4871,13759.6427946147,9975.7909128246,6210.42312275715,8106.02107542196,6210.42312275715,34730.8579778494,1.38443401790027,3.31564778458297
29011,3423,2701.86572445147,2526.6086646509,1509.44858101738,644.034875590206,1509.44858101738,4529.4321225433,0.507305036043461,2.3179577275961
29028,1976,23193.9341403066,21781.1254186994,12755.8204470647,6117.36833509479,12755.8204470647,38932.8092550454,0.890807389698965,2.82628467012016
29039,2648,336028.203652202,338565.681265514,134290.295193338,77710.9230062885,134290.295193338,518711.620262174,-0.343760242198568,2.64611477654056
29099,1481,2122.09852752316,2052.99293008464,1293.89403569978,347.697855567671,1293.89403569978,3301.69195162128,0.715327930799959,3.64038200842809
29173,1568,3413.80709109714,3373.6915031364,1924.0103757857,720.398295843837,1924.0103757857,5580.80889113413,0.24036636391694,2.94104692599424
29353,1643,2258.82572304678,2001.19411839031,1413.52091144064,991.368508053879,919.681408885838,4153.96266372819,0.262036871629653,1.55174057459807
29389,4809,24821.6793991435,22987.4011306009,6149.94642731715,11751.1460080059,6149.94642731715,48709.3654604774,-0.0121560716508799,1.60178258990538
29392,3546,5691.82321626839,4450.47562929755,2442.95651201103,2518.95560571592,2442.95651201103,11359.7540514881,1.04873485855861,2.46938879567667
29511,3303,2117.50727474992,2301.3479286673,859.859238501389,554.373110042459,859.859238501389,3413.18000552726,-0.427615917739932,2.41247545891882
29710,2415,4002.22369787632,3808.50277047694,2396.60862522446,988.344657132704,2396.60862522446,6270.66159820314,0.405821649376857,1.93060508379233
29733,1718,2217.97902416307,2407.88055699767,994.940824623823,669.308218589941,994.940824623823,3469.49789590988,-0.1834925120901,1.6530550321041
29755,2162,1290.41021223352,974.139824344501,629.543461550124,529.062212705911,629.543461550124,2765.0607846631,0.818075096691314,2.37938780996198
29804,391,3952.66185857806,4165.02755181076,2330.16831965971,626.818955199944,2330.16831965971,5071.89025622703,-0.877787524896178,2.67538339388948
29830,1705,1195.82024324419,1041.50727231425,495.202012480622,517.901593140716,495.202012480622,2165.69844995382,0.39577585990642,1.5789033736507
29850,1196,41427.3130077948,43569.357501233,12810.5654577233,19529.1331216831,12810.5654577233,93456.5494803089,0.309516644238898,1.96223166951672
29875,2863,6149.35589391177,5317.8653831875,2165.38876097264,3199.96891029596,2165.38876097264,14214.8497019631,0.808894769880808,2.57455475755278
29968,1481,2743.71368811484,2363.47674252247,2132.06434461673,896.365420361309,1681.09916005882,5746.71102203388,1.73734138913512,4.97755328815185
29984,1047,16009.4649891399,16061.5533531669,12881.4581002715,1049.97769173225,12881.4581002715,18634.0978898601,-0.396017650262558,3.05937721944608
30024,340,6268.00884909415,6160.43185674794,5121.07763109342,644.102821510037,5121.07763109342,8094.48992969804,0.609882291394509,3.0554913072536
30098,3918,1608.29244593532,1209.95552350768,157.472734308266,1459.23009092455,157.472734308266,8651.60850930938,1.96542061294024,8.21151619831847
30170,1002,11070.9629174746,11188.5678504749,8563.30335428821,1112.97084397482,8563.30335428821,13459.5647526297,0.151865639186573,1.93141998545696
30298,1411,1282.0699325152,1233.18168729561,881.437513236991,187.832865569829,881.437513236991,1878.88523162193,0.629317147644382,2.6244816314741
30354,1558,2394.78017205705,2348.34064803694,1786.0110964434,249.39108848828,1786.0110964434,3131.63706146739,0.437796918515159,2.46223800449733
30384,1773,1516.5033742727,1496.9926453496,930.169355775229,286.473127072278,930.169355775229,2037.65779982244,-0.0349163815854562,1.69963895583083
30452,3824,218917.890442539,235888.855254746,39759.3953005995,81066.3314063928,39759.3953005995,339760.751013031,-0.606939280770907,2.30624308389897
30495,383,1076.11706279119,1137.04712024981,569.541248848685,216.760689609991,569.541248848685,1403.9845643679,-0.923295682317708,2.63735246574602
30501,1512,293189.819158729,299333.47676634,224980.379863113,46144.569515405,224980.379863113,404624.791792449,0.045274287762428,1.67253869357942
30538,942,89181.55232927,89004.7935351112,43325.8036084995,25171.7534165795,43325.8036084995,134234.520157361,-0.0358238361700358,2.00251707014703
30580,2795,299020.997086941,301883.584909178,262939.725264309,39060.1733080096,206487.742314689,370151.860866391,-0.124655284574909,2.14140438954055
30637,2359,2154.19394882805,2172.96972387072,1591.39355605147,253.254943920806,1591.39355605147,2757.15365753265,-0.150382864768249,2.12340506238893
30806,2092,6443.59253897552,6132.35485590224,3481.78934586688,1500.309978958,3481.78934586688,10358.5309459637,0.620767602655717,2.67350826537762
30807,3570,17633.7901951217,18128.1776951218,7852.30374164496,4956.79025686018,7852.30374164496,28548.8859893798,-0.0913416153856397,1.95319318961652
30821,2009,60187.6929443926,60098.9244991447,49126.4375812266,13377.6956805726,18614.4464333749,111812.383413013,0.243464297303131,4.85633527661475
30874,3162,43939.9864537615,43281.7899014566,21039.4204729519,15240.8887544418,21039.4204729519,65701.7979449449,-0.0143083948443326,1.19186255415197
30923,903,14229.2592952923,14194.8320975726,10123.1062721165,2018.033719009,10123.1062721165,17926.357857886,-0.197872102609282,1.87834491489412
30990,1743,43301.7444218294,36058.2812598078,16954.3210812514,22620.1456872178,16954.3210812514,101362.038964131,1.13254769340539,3.03183656488975
31137,895,68534.5589142457,67212.1329970761,48184.8643116621,10223.7779986481,48184.8643116621,93769.569776857,0.325851487703654,2.12332215108152
31142,4837,7281.26553507226,6668.05134535818,3245.04578765532,3254.65852469706,3245.04578765532,20189.1886446496,1.29753392903848,4.43959466110073
31673,1789,12172.8282464384,11843.6161672703,8548.07938923549,1637.37426143776,8548.07938923549,17110.8965664398,0.694199085828013,2.83359796493436
31846,3041,4259.42848242915,4198.13900493781,1797.1386577869,1125.11394956742,1797.1386577869,6329.31378288006,-0.19912647817619,1.85784975048797
60800,447,1289.52669092176,1264.73654245185,968.702502815845,163.660417880084,968.702502815845,1617.75712749656,0.100132872419065,2.15455826681507
60894,1064,3708.2604557562,3921.52143357959,1820.97244757528,956.412333641407,1820.97244757528,5757.59603044549,-0.238749154211649,1.81547632691622
60900,407,7071.66718056857,7133.86664806175,4526.74279166339,1294.65339161177,4526.74279166339,9396.27267083127,-0.215657445243913,1.80828600413973
61067,2261,59040.3928375731,60276.1091666964,38965.0579390205,7335.00755583645,38965.0579390205,71479.4199576579,-0.776365030248708,2.79581428812399
63120,3662,487894.188360993,492470.471079174,363005.959338537,48093.7749207721,363005.959338537,619485.31013292,-0.265525728454334,3.42835903499487
63477,4856,63724.0131088672,67229.340713645,14045.5665992016,18163.6755637319,14045.5665992016,114955.734643949,-0.456641351781534,3.506371249976
63501,573,42864.5382946707,41003.6644433332,38403.5660274954,3501.03933286156,38403.5660274954,49247.2242468131,0.450762118657481,1.41347769016434
63546,3054,109363.454249821,113482.628956274,83729.0650508481,14866.4409966667,83729.0650508481,151950.413342922,0.163068832766856,2.30721956503837
63605,1800,11209.9933193594,10927.8358476706,11827.7656708436,1542.59316942556,7073.10035592295,16395.2061507697,0.543691990577933,3.98701984120401
63892,1394,6766.46288838465,6332.6639463071,2610.38363973568,2990.93010869365,2610.38363973568,15660.4279067566,0.683853488655889,2.923299567025
63914,669,10482.5369181505,9683.33766822934,8077.11105803753,2326.70614898184,8077.11105803753,18002.7240302199,1.51791668261631,4.46356632872272
64030,1334,1417.51005441636,1348.32085599142,662.136304516036,521.105836469318,662.136304516036,3608.49309897894,0.553069056048889,2.51283278753492
64166,1759,8446.3238829875,8455.2312060417,7034.05060405074,513.03565861917,7034.05060405074,9721.14277275355,-0.162319674539759,2.77317254256642
64690,326,4171.89680324182,4204.82358775452,3375.80505925999,263.153988868076,3375.80505925999,4844.34543659949,-0.566060504506239,3.99137862969664
64891,1909,1925.15818875319,1969.02797735188,737.781992014515,702.954705273669,737.781992014515,3568.2082095954,0.0353230959335255,1.86346155581054
64910,3943,88550.0409659439,85929.3162085053,50366.7495947292,18907.5119857727,50366.7495947292,161724.644925311,0.849923747942168,4.12380175146042
64925,1157,5625.09048122997,5787.97449125114,3199.65825419387,1037.14214130807,3199.65825419387,7988.11846049457,-0.536665125781323,2.81189038111129
65248,1348,18473.5355032224,8479.79535489767,2723.24538976865,26424.6956160214,2228.21092378091,101738.801946519,1.74988863604433,4.69989312504921
65350,1552,2353.45311143196,2175.57836538751,1604.26001668546,502.407587264294,1604.26001668546,4376.29405572672,1.03808999868178,3.8143517840015
65399,2367,2159.20098143831,2160.45271980864,1602.53231054269,260.369107516561,1602.53231054269,3208.4785875442,0.574602539245955,3.82495711925386
65417,3456,13352.1378542839,11912.0391963202,5813.20599711347,5130.30720796684,5813.20599711347,25397.3255590371,0.473567976669732,1.79020417746586
