datadate,GroupCount,mean_E,median_E,mode_E,std_E,min_E,max_E,skewness_E,kurtosis_E
2017-12-18,167,17722.8942833442,8438.59472336399,313.493199712165,32840.052596967,313.493199712165,339344.707785132,6.67979878406619,60.3571883559266
2017-12-19,167,17754.714479973,8385.3589113787,312.654178907085,32707.1672104225,312.654178907085,336312.392058942,6.61356758620602,59.3099667203073
2017-12-20,167,17754.6517848057,8505.02667006835,310.862421548785,32573.3781620387,310.862421548785,333998.502928485,6.57438251696976,58.7024500579668
2017-12-21,165,17907.7317109638,8510.34781585805,340.705742842283,32805.5015391133,340.705742842283,334738.700840477,6.54572927047852,58.1667046188319
2017-12-22,164,18034.2919527668,8528.10888302801,340.669857484911,32909.7998112867,340.669857484911,334761.636360314,6.52404736761299,57.7658778038093
2017-12-27,163,17988.5505057035,8583.10465182655,341.934104098222,33046.2572174498,341.934104098222,335127.415913396,6.51154673115626,57.4817538612387
2017-12-28,164,18040.2594466914,8571.7111467,446.333831315405,32927.0058071685,446.333831315405,334945.482789338,6.525813356151,57.7829011866684
2017-12-29,164,18008.4587356106,8553.59918378927,342.206793538076,32864.7213346266,342.206793538076,335006.595912412,6.53847577291242,58.0895794420851
2018-01-02,163,18187.1246098761,8542.2065045351,449.620706571237,33117.7949145466,449.620706571237,336614.888919903,6.52414260811444,57.7704438216466
2018-01-03,165,18013.1344748412,8541.0763607617,342.835376331085,33032.503907853,342.835376331085,337241.068054098,6.54421197298025,58.2155655205823
2018-01-04,164,18163.2072524133,8457.04722644156,343.589969754659,33107.4255690787,343.589969754659,336013.937147038,6.47821266884939,57.1808021294373
2018-01-05,163,18266.57583048,8518.76483264552,343.144987589156,33109.8897694556,343.144987589156,335235.240932622,6.45717584185337,56.842987237301
2018-01-08,163,18245.4150796714,8485.25239696195,342.718219404157,33108.4903694929,342.718219404157,335549.47210731,6.47222122648232,57.0619280231586
2018-01-09,164,18191.7382309409,8478.58968326306,341.760566685034,32984.035732328,341.760566685034,335470.283034019,6.49798002915713,57.5053607332928
2018-01-10,164,18185.7222842842,8521.03950966904,337.53540012869,32884.3636893287,337.53540012869,334491.595319297,6.48615885844544,57.4124542095682
2018-01-11,162,18431.122860578,8496.36015068581,763.942494333739,33669.132625258,763.942494333739,344983.340260468,6.61754306346911,59.402471413981
2018-01-12,162,18458.7339865655,8527.47889550095,756.524804310017,33633.9873377243,756.524804310017,344311.436808686,6.60151712637071,59.1728017814783
2018-01-16,158,18681.0908787956,8837.71077138538,751.951493387186,34078.0066391521,751.951493387186,345512.454373479,6.57413861219127,58.341737456775
2018-01-17,161,18477.2501075791,8555.90181632275,763.930786173559,33872.0150417033,763.930786173559,345100.614835875,6.59212955275166,58.6981653129819
2018-01-18,161,18510.4562607228,8518.93740948376,761.240997707372,33912.4381196578,761.240997707372,346713.174622424,6.61758321809942,59.2526553432597
2018-01-19,162,18414.3489426159,8488.58007405512,442.35399801328,33740.5601121231,442.35399801328,345452.112683766,6.60742074363433,59.233130527107
2018-01-22,162,18424.0305330842,8385.0070561904,489.645413496415,33909.0012861387,489.645413496415,347138.435153687,6.60568761024836,59.2319555978445
2018-01-23,160,18642.8459216494,8511.29948028192,488.221501773599,34021.7339936192,488.221501773599,346406.250429968,6.56695362100093,58.5293257398856
2018-01-24,160,18666.9339340984,8533.12494704957,488.275866037233,34076.3781817191,488.275866037233,346640.130025582,6.54750170648953,58.2672181428673
2018-01-25,159,18847.1101154792,8571.72200730256,755.031257776197,34181.7166767816,755.031257776197,346583.247132096,6.51605089962688,57.7586058937721
2018-01-26,157,18956.1760361578,8487.58017962921,752.453893983212,34323.184217625,752.453893983212,345439.979979982,6.44785794665116,56.6854309691987
2018-01-29,158,18882.2440630675,8570.83841933772,753.783910238276,34240.3747318289,753.783910238276,345722.757377781,6.48297887624782,57.1722794917937
2018-01-30,159,18887.98933462,8546.67054293594,757.722051652855,34400.0399279892,757.722051652855,349504.767080599,6.55274037817893,58.2621400136722
2018-01-31,159,19061.6675859187,8678.12634392106,753.110789800902,34522.423607779,753.110789800902,349953.586772004,6.50190498013438,57.6142197315352
2018-02-01,158,19176.5725089648,8704.3342672296,751.381231372795,34639.848716097,751.381231372795,349719.016184973,6.4602168568886,56.9810253731352
2018-02-02,159,19066.7603268871,8519.22548452674,744.935260757202,34540.7592976189,744.935260757202,349731.140393827,6.47414015986005,57.3043394557944
2018-02-05,159,19169.5390920847,8650.7263339025,491.486326176359,34725.3116449154,491.486326176359,351841.009497604,6.47307493084956,57.3667383046587
2018-02-06,159,19468.157948078,8768.61578440623,531.324081719773,35539.3618189878,531.324081719773,362244.373826129,6.54072054306199,58.531204655115
2018-02-07,158,19491.7173671726,8798.89910949684,533.128175231833,35939.9584544785,533.128175231833,365662.38568479,6.5720013022117,58.6987919590381
2018-02-08,158,19485.2504502376,8725.37338542807,532.062536124132,35999.8261751423,532.062536124132,366923.711715361,6.59371957993949,59.0709170819051
2018-02-09,160,19400.9536021127,8649.18088019291,551.085457685351,36015.9996572281,551.085457685351,369730.61648657,6.63721381166149,59.9843569033205
2018-02-12,159,19664.1259222235,8637.00535008119,553.861769340116,36316.5716033317,553.861769340116,371235.564544403,6.59511167147009,59.2803513901474
2018-02-13,158,19804.9502738518,9054.31691604661,553.416655876063,36399.4073645852,553.416655876063,370843.363341678,6.56592338562959,58.7844237602864
