datadate,GroupCount,mean_V,median_V,mode_V,std_V,min_V,max_V,skewness_V,kurtosis_V
2001-02-09,62,49961.8681350491,17436.9696034379,309.784488052388,107662.33185098,309.784488052388,593892.645866141,3.90317328131436,17.8659541686832
2001-02-12,63,49297.1901222584,16179.9584673725,305.083015430309,107922.748127062,305.083015430309,608046.911006777,3.97375898376986,18.5253694741003
2001-02-13,62,50421.7654825267,16225.7737931021,315.448575328684,109771.102603772,315.448575328684,623701.864224099,3.97576005823587,18.6211902900021
2001-02-14,62,50474.5718828112,16288.7035473788,321.657484885457,109091.941878091,321.657484885457,615678.564240948,3.93627630854246,18.3043814146265
2001-02-15,62,50459.4893180064,16025.1093191963,321.405219139515,108755.750293164,321.405219139515,614634.166984102,3.94073185066524,18.3436651760542
2001-02-16,62,50613.3566355023,16475.7533611633,347.496926621583,109639.761113216,347.496926621583,624366.28999461,3.96267939676448,18.5599419864076
2001-02-20,63,49437.0622945039,14433.6840338701,345.793952395957,109214.974900773,345.793952395957,624470.728824122,3.99689862421001,18.8354864980039
2001-02-21,64,48553.1878059402,14359.905907849,341.080765157298,107879.819438017,341.080765157298,617945.054342975,4.02230630894538,19.0177300549326
2001-02-22,62,48703.6937668825,14352.0103005476,336.730092263127,109039.756504631,336.730092263127,611711.420777442,3.94209123696863,18.265236678962
2001-02-23,63,48127.6602377264,14356.9037461226,333.230530252682,107746.269241516,333.230530252682,604788.211945351,3.96690042366238,18.4233981200841
2001-02-26,63,47778.5406402973,13869.8716604841,329.273995337199,107673.56025071,329.273995337199,604233.69286745,3.97583209184811,18.4714832615109
2001-02-27,63,47939.7759081082,13777.7440945576,325.643961000423,108547.479355352,325.643961000423,614562.887227301,4.00186695189526,18.7297513301994
