gvkey,GroupCount,mean_sigma_V,median_sigma_V,mode_sigma_V,std_sigma_V,min_sigma_V,max_sigma_V,skewness_sigma_V,kurtosis_sigma_V
7163,1304,0.256283009661024,0.256283009661025,0.256283009661025,1.16618141706829e-15,0.256283009661025,0.256283009661025,1,1
7171,4872,0.118727245459977,0.118727245459975,0.118727245459975,1.85981444369863e-15,0.118727245459975,0.118727245459975,-1,1
7186,1713,0.214633484433505,0.214633484433503,0.214633484433503,1.66582083700269e-15,0.214633484433503,0.214633484433503,-1,1
7228,4567,0.168156947271512,0.168156947271512,0.168156947271512,4.71896452017773e-16,0.168156947271512,0.168156947271512,-1,1
7257,2011,0.214748329827248,0.21474832982725,0.21474832982725,1.80456114339367e-15,0.21474832982725,0.21474832982725,1,1
7267,1956,0.0335969387980235,0.0335969387980236,0.0335969387980236,9.02286882925982e-17,0.0335969387980236,0.0335969387980236,1,1
7343,487,0.324044780592892,0.324044780592891,0.324044780592891,6.6681878545969e-16,0.324044780592891,0.324044780592891,-1,1
7366,1665,0.116449452473205,0.116449452473206,0.116449452473206,6.10806116353606e-16,0.116449452473206,0.116449452473206,1,1
7435,2546,0.168116806475724,0.168116806475726,0.168116806475726,1.97103299097421e-15,0.168116806475726,0.168116806475726,1,1
7471,4863,0.250448691655663,0.250448691655666,0.250448691655666,2.66480926139007e-15,0.250448691655666,0.250448691655666,1,1
7647,3653,0.0330357426906042,0.0330357426906047,0.0330357426906047,4.58029694214767e-16,0.0330357426906047,0.0330357426906047,1,1
7652,824,0.111786214342444,0.111786214342444,0.111786214342444,3.61041628169448e-16,0.111786214342444,0.111786214342444,-1,1
7733,1396,0.171497382939767,0.171497382939766,0.171497382939766,1.38827610342088e-15,0.171497382939766,0.171497382939766,-1,1
7750,2850,0.16955068711968,0.169550687119679,0.169550687119679,1.49906410001939e-15,0.169550687119679,0.169550687119679,-1,1
7769,532,0.0377463336806991,0.0377463336806991,0.0377463336806991,1.38908492580541e-17,0.0377463336806991,0.0377463336806991,1,1
7824,1198,0.0992046252716472,0.0992046252716478,0.0992046252716478,5.83110507060944e-16,0.0992046252716478,0.0992046252716478,1,1
7866,2672,0.186859046348943,0.186859046348943,0.186859046348943,3.88650791994944e-16,0.186859046348943,0.186859046348943,1,1
7875,3747,0.160295645457126,0.160295645457127,0.160295645457127,1.19364904273087e-15,0.160295645457127,0.160295645457127,1,1
7881,937,0.337724487048548,0.337724487048549,0.337724487048549,9.44193544035895e-16,0.337724487048549,0.337724487048549,1,1
7906,4696,0.200501426753101,0.200501426753098,0.200501426753098,2.74809460103631e-15,0.200501426753098,0.200501426753098,-1,1
7908,4857,0.0689772620057694,0.0689772620057688,0.0689772620057688,6.24564749982591e-16,0.0689772620057688,0.0689772620057688,-1,1
7912,907,0.310393228923259,0.310393228923258,0.310393228923258,9.44210227285991e-16,0.310393228923258,0.310393228923258,-1,1
7922,3702,0.227324730335347,0.227324730335349,0.227324730335349,2.0264307324744e-15,0.227324730335349,0.227324730335349,1,1
7923,4872,0.18515272957162,0.185152729571617,0.185152729571617,3.19221882127376e-15,0.185152729571617,0.185152729571617,-1,1
7974,1900,0.0869195552192322,0.0869195552192316,0.0869195552192316,5.69139093278212e-16,0.0869195552192316,0.0869195552192316,-1,1
7980,2002,0.30138005546622,0.301380055466219,0.301380055466219,1.27707546807489e-15,0.301380055466219,0.301380055466219,-1,1
7985,2299,0.13689908804829,0.136899088048289,0.136899088048289,7.49563578835184e-16,0.136899088048289,0.136899088048289,-1,1
7991,1305,0.278597313166955,0.278597313166955,0.278597313166955,0,0.278597313166955,0.278597313166955,NaN,NaN
8007,496,0.0770289694331609,0.0770289694331609,0.0770289694331609,1.38917987026578e-17,0.0770289694331609,0.0770289694331609,-1,1
8030,2558,0.292981792452904,0.292981792452901,0.292981792452901,3.10923227508958e-15,0.292981792452901,0.292981792452901,-1,1
8068,3584,0.227293291100999,0.227293291100998,0.227293291100998,1.19365628879951e-15,0.227293291100998,0.227293291100998,-1,1
8099,981,0.123562966984868,0.123562966984868,0.123562966984868,2.91582196635828e-16,0.123562966984868,0.123562966984868,1,1
8123,2793,0.208028618030495,0.208028618030496,0.208028618030496,1.08266128327539e-15,0.208028618030496,0.208028618030496,1,1
8133,1581,0.196782027699343,0.196782027699344,0.196782027699344,7.21873298543629e-16,0.196782027699344,0.196782027699344,1,1
8151,2258,0.10335870013455,0.10335870013455,0.10335870013455,3.88664131952149e-16,0.10335870013455,0.10335870013455,1,1
8210,1125,0.256037995541661,0.256037995541662,0.256037995541662,9.44109268337469e-16,0.256037995541662,0.256037995541662,1,1
8214,1612,0.210888106487516,0.210888106487516,0.210888106487516,3.05406075399264e-16,0.210888106487516,0.210888106487516,-1,1
8215,374,0.185392510075133,0.185392510075133,0.185392510075133,3.05720322352829e-16,0.185392510075133,0.185392510075133,1,1
8240,1678,0.0861419274834999,0.0861419274834999,0.0861419274834999,2.77638497477595e-17,0.0861419274834999,0.0861419274834999,-1,1
8245,628,0.0646730396530325,0.0646730396530325,0.0646730396530325,2.77777004303144e-17,0.0646730396530325,0.0646730396530325,1,1
8247,4754,0.159071553301042,0.159071553301044,0.159071553301044,2.41498908740474e-15,0.159071553301044,0.159071553301044,1,1
8253,1619,0.228053738916127,0.228053738916126,0.228053738916126,1.05503775378894e-15,0.228053738916126,0.228053738916126,-1,1
8264,735,0.108309030694981,0.108309030694981,0.108309030694981,3.47180953101662e-16,0.108309030694981,0.108309030694981,-1,1
8272,3406,0.0962965650222016,0.0962965650222031,0.0962965650222031,1.49902115535193e-15,0.0962965650222031,0.0962965650222031,1,1
8290,340,0.0688222740611548,0.0688222740611548,0.0688222740611548,0,0.0688222740611548,0.0688222740611548,NaN,NaN
8304,1504,0.2171081400593,0.2171081400593,0.2171081400593,2.22118459776541e-16,0.2171081400593,0.2171081400593,1,1
8357,388,0.313523551423127,0.313523551423127,0.313523551423127,4.44662598352082e-16,0.313523551423127,0.313523551423127,-1,1
8358,1996,0.212142433880728,0.212142433880726,0.212142433880726,1.69351439275362e-15,0.212142433880726,0.212142433880726,-1,1
8431,3331,0.0451996220677627,0.0451996220677622,0.0451996220677622,4.92735434817974e-16,0.0451996220677622,0.0451996220677622,-1,1
8455,1791,0.126808535883867,0.126808535883866,0.126808535883866,1.05500644451356e-15,0.126808535883866,0.126808535883866,-1,1
8463,2610,0.190332186319555,0.190332186319557,0.190332186319557,2.05430617850459e-15,0.190332186319557,0.190332186319557,1,1
8475,1875,0.187262849198021,0.187262849198022,0.187262849198022,8.88415362059869e-16,0.187262849198022,0.187262849198022,1,1
8479,2780,0.142987939460402,0.142987939460403,0.142987939460403,1.47131015555844e-15,0.142987939460403,0.142987939460403,1,1
8530,3848,0.151547369150821,0.151547369150823,0.151547369150823,1.52675505468327e-15,0.151547369150823,0.151547369150823,1,1
8539,1500,0.169401215589551,0.16940121558955,0.16940121558955,7.49650466772041e-16,0.16940121558955,0.16940121558955,-1,1
8543,487,0.123209033797779,0.123209033797779,0.123209033797779,3.47301450760255e-16,0.123209033797779,0.123209033797779,-1,1
8544,3163,0.180821980501945,0.180821980501943,0.180821980501943,2.41511688504144e-15,0.180821980501943,0.180821980501943,-1,1
8546,3028,0.238261164211573,0.238261164211575,0.238261164211575,1.97097135320584e-15,0.238261164211575,0.238261164211575,1,1
8549,1071,0.196141485876827,0.196141485876826,0.196141485876826,1.16627878423738e-15,0.196141485876826,0.196141485876826,-1,1
8606,263,0.0952711122165108,0.0952711122165107,0.0952711122165107,1.11233975299997e-16,0.0952711122165107,0.0952711122165107,-1,1
8692,1127,0.287410124326755,0.287410124326755,0.287410124326755,3.33214772836513e-16,0.287410124326755,0.287410124326755,1,1
8694,1950,0.0845896528273684,0.0845896528273684,0.0845896528273684,1.38813475841479e-17,0.0845896528273684,0.0845896528273684,1,1
8717,1602,0.289343610446768,0.28934361044677,0.28934361044677,2.33219636682869e-15,0.28934361044677,0.28934361044677,1,1
8762,4864,0.126441940252798,0.126441940252798,0.126441940252798,2.7758429219257e-16,0.126441940252798,0.126441940252798,-1,1
8789,633,0.0447329122923366,0.0447329122923366,0.0447329122923366,3.47219068267263e-17,0.0447329122923366,0.0447329122923366,1,1
8810,3267,0.120159721752843,0.120159721752844,0.120159721752844,1.4435108719194e-15,0.120159721752844,0.120159721752844,1,1
8818,764,0.100306375671961,0.100306375671961,0.100306375671961,1.80529427718981e-16,0.100306375671961,0.100306375671961,-1,1
8823,711,0.263401716231293,0.263401716231294,0.263401716231294,5.55502298360494e-16,0.263401716231294,0.263401716231294,1,1
8870,1529,0.0735554903567967,0.073555490356797,0.073555490356797,3.19293549197963e-16,0.073555490356797,0.073555490356797,1,1
8902,903,0.165073779336523,0.165073779336522,0.165073779336522,1.02752540632723e-15,0.165073779336522,0.165073779336522,-1,1
8972,4676,0.139889568078406,0.139889568078405,0.139889568078405,9.71549038868206e-16,0.139889568078405,0.139889568078405,-1,1
9063,1185,0.173744666830553,0.173744666830553,0.173744666830553,3.88742119448837e-16,0.173744666830553,0.173744666830553,1,1
9135,4596,0.21987920712828,0.219879207128276,0.219879207128276,3.94172058152453e-15,0.219879207128276,0.219879207128276,-1,1
9155,837,0.160465802948679,0.16046580294868,0.16046580294868,6.38759930218476e-16,0.16046580294868,0.16046580294868,1,1
9203,2322,0.243097779758497,0.243097779758494,0.243097779758494,3.02600940775292e-15,0.243097779758494,0.243097779758494,-1,1
9215,814,0.246943908091907,0.246943908091907,0.246943908091907,3.33271682634305e-16,0.246943908091907,0.246943908091907,-1,1
9299,4868,0.126256118845109,0.126256118845113,0.126256118845113,4.13600560424246e-15,0.126256118845113,0.126256118845113,1,1
9302,1537,0.318473654292635,0.318473654292637,0.318473654292637,1.88799342312943e-15,0.318473654292637,0.318473654292637,1,1
9359,3343,0.15213043110663,0.152130431106632,0.152130431106632,1.74886285422124e-15,0.152130431106632,0.152130431106632,1,1
9411,352,0.122922429564263,0.122922429564263,0.122922429564263,9.72827987313292e-17,0.122922429564263,0.122922429564263,1,1
9445,1654,0.0902982689426751,0.0902982689426754,0.0902982689426754,3.33167638346265e-16,0.0902982689426754,0.0902982689426754,1,1
9465,720,0.297947146910767,0.297947146910767,0.297947146910767,3.33298445064025e-16,0.297947146910767,0.297947146910767,1,1
9466,568,0.129661434677519,0.129661434677519,0.129661434677519,2.22240325196548e-16,0.129661434677519,0.129661434677519,-1,1
9555,4798,0.156603390757342,0.156603390757346,0.156603390757346,3.83066865007434e-15,0.156603390757346,0.156603390757346,1,1
9611,2355,0.117152908012748,0.117152908012748,0.117152908012748,1.11045881586167e-16,0.117152908012748,0.117152908012748,1,1
9613,1330,0.139135606652878,0.139135606652878,0.139135606652878,4.72022270815382e-16,0.139135606652878,0.139135606652878,-1,1
9667,4795,0.171695703668015,0.171695703668018,0.171695703668018,2.60929620716671e-15,0.171695703668018,0.171695703668018,1,1
9774,1559,0.164288863344169,0.164288863344169,0.164288863344169,4.16467224365975e-16,0.164288863344169,0.164288863344169,1,1
9783,1168,0.0382531931626313,0.0382531931626313,0.0382531931626313,2.08255986886617e-17,0.0382531931626313,0.0382531931626313,1,1
9815,2215,0.170099843337596,0.170099843337597,0.170099843337597,9.71664508669385e-16,0.170099843337597,0.170099843337597,1,1
9818,4850,0.122595168140139,0.122595168140138,0.122595168140138,1.04094140466515e-15,0.122595168140138,0.122595168140138,-1,1
9846,292,0.123993228549662,0.123993228549662,0.123993228549662,5.56064494151149e-17,0.123993228549662,0.123993228549662,-1,1
9850,676,0.093991442909795,0.093991442909795,0.093991442909795,0,0.093991442909795,0.093991442909795,NaN,NaN
9882,3062,0.201602547930235,0.201602547930233,0.201602547930233,1.99872784717667e-15,0.201602547930233,0.201602547930233,-1,1
10002,1578,0.224415106799796,0.224415106799797,0.224415106799797,7.49638107182433e-16,0.224415106799797,0.224415106799797,1,1
10016,1622,0.180194882185448,0.180194882185449,0.180194882185449,1.08280128631862e-15,0.180194882185449,0.180194882185449,1,1
10121,462,0.030119523615635,0.030119523615635,0.030119523615635,4.16784944539555e-17,0.030119523615635,0.030119523615635,1,1
10156,836,0.144656986986141,0.144656986986141,0.144656986986141,3.33266288972232e-16,0.144656986986141,0.144656986986141,-1,1
10187,2066,0.0432927939749073,0.0432927939749074,0.0432927939749074,5.55245905611318e-17,0.0432927939749074,0.0432927939749074,1,1
10190,2748,0.112148813460104,0.112148813460103,0.112148813460103,5.96853483412913e-16,0.112148813460103,0.112148813460103,-1,1
10247,1911,0.170598018943352,0.170598018943352,0.170598018943352,1.94339883656382e-16,0.170598018943352,0.170598018943352,1,1
10277,2791,0.115131855032034,0.115131855032036,0.115131855032036,2.01263982334325e-15,0.115131855032036,0.115131855032036,1,1
10332,2444,0.260517671431321,0.260517671431321,0.260517671431321,1.11045022671996e-16,0.260517671431321,0.260517671431321,-1,1
10385,616,0.364233248825174,0.364233248825176,0.364233248825176,1.50001912577189e-15,0.364233248825176,0.364233248825176,1,1
10405,1924,0.358861462568427,0.358861462568424,0.358861462568424,2.55417681027098e-15,0.358861462568424,0.358861462568424,-1,1
10411,2084,0.170094234179815,0.170094234179817,0.170094234179817,1.83230765654223e-15,0.170094234179817,0.170094234179817,1,1
10443,771,0.136461510192445,0.136461510192445,0.136461510192445,4.44377485901097e-16,0.136461510192445,0.136461510192445,1,1
10466,1483,0.247404930840038,0.247404930840038,0.247404930840038,3.60944197455281e-16,0.247404930840038,0.247404930840038,1,1
10507,865,0.133453834332837,0.133453834332837,0.133453834332837,1.38858166125404e-16,0.133453834332837,0.133453834332837,1,1
10519,4551,0.150335021144033,0.150335021144035,0.150335021144035,2.33172454295054e-15,0.150335021144035,0.150335021144035,1,1
10540,1968,0.236588531818288,0.236588531818289,0.236588531818289,1.27708098117798e-15,0.236588531818289,0.236588531818289,1,1
10567,936,0.175094604664885,0.175094604664885,0.175094604664885,5.55408284059152e-17,0.175094604664885,0.175094604664885,1,1
10581,1946,0.203345858391376,0.203345858391377,0.203345858391377,7.49593164820541e-16,0.203345858391377,0.203345858391377,1,1
10614,1586,0.11654196026285,0.11654196026285,0.11654196026285,3.05407629308384e-16,0.11654196026285,0.11654196026285,-1,1
10622,2919,0.21526843523144,0.21526843523144,0.21526843523144,5.55206622655487e-17,0.21526843523144,0.21526843523144,-1,1
10639,1097,0.157400731459224,0.157400731459223,0.157400731459223,8.60815283258417e-16,0.157400731459223,0.157400731459223,-1,1
10671,2582,0.118531532892816,0.118531532892814,0.118531532892814,1.5129718839109e-15,0.118531532892814,0.118531532892814,-1,1
10726,1703,0.143520735536896,0.143520735536896,0.143520735536896,5.55274564603453e-17,0.143520735536896,0.143520735536896,1,1
10787,904,0.192550873982533,0.192550873982534,0.192550873982534,6.10960677775947e-16,0.192550873982534,0.192550873982534,1,1
10793,2900,0.149300271951161,0.149300271951159,0.149300271951159,2.22082898381369e-15,0.149300271951159,0.149300271951159,-1,1
10839,588,0.228750397128979,0.228750397128979,0.228750397128979,3.33350489309832e-16,0.228750397128979,0.228750397128979,-1,1
10846,2162,0.171534872996147,0.171534872996145,0.171534872996145,1.49914782728174e-15,0.171534872996145,0.171534872996145,-1,1
10860,780,0.10200593102548,0.10200593102548,0.10200593102548,4.72147541214177e-16,0.10200593102548,0.10200593102548,-1,1
10867,3569,0.171496540819817,0.171496540819818,0.171496540819818,1.0271001997334e-15,0.171496540819818,0.171496540819818,1,1
10884,448,0.149213750789923,0.149213750789923,0.149213750789923,3.05652652540071e-16,0.149213750789923,0.149213750789923,1,1
10894,846,0.290848491224359,0.290848491224359,0.290848491224359,3.33263930124321e-16,0.290848491224359,0.290848491224359,-1,1
10903,3172,0.172851276653605,0.172851276653607,0.172851276653607,1.66559710446588e-15,0.172851276653607,0.172851276653607,1,1
10920,3311,0.135240436874742,0.135240436874743,0.135240436874743,1.24918955928661e-15,0.135240436874743,0.135240436874743,1,1
10983,4586,0.145384408013683,0.145384408013685,0.145384408013685,1.5822403271635e-15,0.145384408013685,0.145384408013685,1,1
10984,1609,0.155764608437904,0.155764608437903,0.155764608437903,1.16609659905058e-15,0.155764608437903,0.155764608437903,-1,1
11017,1755,0.163425922263166,0.163425922263166,0.163425922263166,3.33161838815266e-16,0.163425922263166,0.163425922263166,-1,1
11032,2053,0.174544300419384,0.174544300419384,0.174544300419384,4.1643506769537e-16,0.174544300419384,0.174544300419384,-1,1
11060,4731,0.200461539686499,0.200461539686494,0.200461539686494,4.69118809768641e-15,0.200461539686494,0.200461539686494,-1,1
11096,1513,0.133666317737651,0.133666317737652,0.133666317737652,8.32942575888679e-16,0.133666317737652,0.133666317737652,1,1
11217,1589,0.129704613593225,0.129704613593224,0.129704613593224,5.27521954625412e-16,0.129704613593224,0.129704613593224,-1,1
11220,2162,0.21734871812205,0.217348718122047,0.217348718122047,2.88724766735742e-15,0.217348718122047,0.217348718122047,-1,1
11259,4199,0.139243793966498,0.139243793966496,0.139243793966496,1.74880951737481e-15,0.139243793966496,0.139243793966496,-1,1
11264,296,0.183146675674191,0.183146675674191,0.183146675674191,5.56051583286285e-17,0.183146675674191,0.183146675674191,-1,1
11340,729,0.206709444180486,0.206709444180486,0.206709444180486,3.33295583629651e-16,0.206709444180486,0.206709444180486,1,1
11446,3243,0.151922332210646,0.151922332210649,0.151922332210649,2.4983870319962e-15,0.151922332210649,0.151922332210649,1,1
11456,4845,0.179640501824366,0.179640501824368,0.179640501824368,1.52671422263757e-15,0.179640501824368,0.179640501824368,1,1
11465,4846,0.138638621880592,0.13863862188059,0.13863862188059,2.05412454670468e-15,0.13863862188059,0.13863862188059,-1,1
11506,4819,0.17722996623584,0.177229966235838,0.177229966235838,2.47050257247104e-15,0.177229966235838,0.177229966235838,-1,1
11535,756,0.231654119816149,0.231654119816149,0.231654119816149,1.66643704254472e-16,0.231654119816149,0.231654119816149,1,1
11550,1630,0.0849279354963946,0.0849279354963938,0.0849279354963938,8.19040758703077e-16,0.0849279354963938,0.0849279354963938,-1,1
11554,1305,0.106179328530142,0.106179328530141,0.106179328530141,5.83090537078807e-16,0.106179328530141,0.106179328530141,-1,1
11600,1648,0.269434206128675,0.269434206128673,0.269434206128673,2.05453603238849e-15,0.269434206128673,0.269434206128673,-1,1
11636,707,0.186914525387724,0.186914525387724,0.186914525387724,1.11100902332511e-16,0.186914525387724,0.186914525387724,-1,1
11672,3449,0.196717023079258,0.196717023079256,0.196717023079256,2.3040468169568e-15,0.196717023079256,0.196717023079256,-1,1
11729,1346,0.109433100631304,0.109433100631304,0.109433100631304,2.77658917563366e-17,0.109433100631304,0.109433100631304,-1,1
11749,2887,0.224748989599458,0.22474898959946,0.22474898959946,1.66562303144608e-15,0.22474898959946,0.22474898959946,1,1
11923,3674,0.214912344066675,0.214912344066673,0.214912344066673,2.13747023363085e-15,0.214912344066673,0.214912344066673,-1,1
12124,4872,0.0319310301040354,0.0319310301040352,0.0319310301040352,2.22067396262523e-16,0.0319310301040352,0.0319310301040352,-1,1
12141,3818,0.196037537381502,0.196037537381506,0.196037537381506,3.83077114030113e-15,0.196037537381506,0.196037537381506,1,1
12142,3610,0.197612143875659,0.197612143875661,0.197612143875661,1.55452755791387e-15,0.197612143875661,0.197612143875661,1,1
12338,1243,0.180494839129729,0.18049483912973,0.18049483912973,8.33002413287618e-16,0.18049483912973,0.18049483912973,1,1
12368,3146,0.139444788034648,0.139444788034645,0.139444788034645,2.74823880368883e-15,0.139444788034645,0.139444788034645,-1,1
12383,1619,0.285056284948911,0.285056284948913,0.285056284948913,1.7769056905919e-15,0.285056284948913,0.285056284948913,1,1
12384,1802,0.191015675913742,0.191015675913741,0.191015675913741,5.27502322802946e-16,0.191015675913741,0.191015675913741,-1,1
12389,820,0.220751805991713,0.220751805991713,0.220751805991713,3.88815213391336e-16,0.220751805991713,0.220751805991713,1,1
12395,914,0.289129994645676,0.289129994645675,0.289129994645675,6.10956976551934e-16,0.289129994645675,0.289129994645675,-1,1
12459,754,0.39054310205502,0.390543102055019,0.390543102055019,5.55479989958407e-16,0.390543102055019,0.390543102055019,-1,1
12589,1140,0.188437181243799,0.188437181243799,0.188437181243799,2.77677571284452e-17,0.188437181243799,0.188437181243799,-1,1
12689,2569,0.236960291066452,0.23696029106645,0.23696029106645,1.9432685448825e-15,0.23696029106645,0.23696029106645,-1,1
12726,3371,0.0687683362044921,0.0687683362044918,0.0687683362044918,3.46996166851337e-16,0.0687683362044918,0.0687683362044918,-1,1
12785,831,0.209925550797912,0.209925550797911,0.209925550797911,7.498518518355e-16,0.209925550797911,0.209925550797911,-1,1
12884,423,0.243084538617025,0.243084538617025,0.243084538617025,2.50095977187261e-16,0.243084538617025,0.243084538617025,-1,1
12886,1290,0.146898471930186,0.146898471930187,0.146898471930187,7.49691175932547e-16,0.146898471930187,0.146898471930187,1,1
13125,1658,0.252945522352975,0.252945522352977,0.252945522352977,2.22111596812187e-15,0.252945522352977,0.252945522352977,1,1
13145,4794,0.290316704839617,0.29031670483962,0.29031670483962,3.16446568179217e-15,0.29031670483962,0.29031670483962,1,1
13312,443,0.269030470235449,0.269030470235449,0.269030470235449,3.33443467041318e-16,0.269030470235449,0.269030470235449,-1,1
13380,1797,0.279022321276856,0.279022321276858,0.279022321276858,1.94343111155769e-15,0.279022321276858,0.279022321276858,1,1
13421,573,0.18399941244093,0.183999412440931,0.183999412440931,5.2781671086672e-16,0.183999412440931,0.183999412440931,1,1
13440,716,0.275522165809962,0.275522165809962,0.275522165809962,2.77749783272719e-16,0.275522165809962,0.275522165809962,1,1
13498,4872,0.217744350083051,0.217744350083049,0.217744350083049,1.66550547196892e-15,0.217744350083049,0.217744350083049,-1,1
13510,334,0.274412518671158,0.274412518671158,0.274412518671158,2.22377755307318e-16,0.274412518671158,0.274412518671158,-1,1
13561,4666,0.0965320719819543,0.0965320719819533,0.0965320719819533,9.57669986397039e-16,0.0965320719819533,0.0965320719819533,-1,1
13683,4872,0.172263135659328,0.172263135659325,0.172263135659325,3.33101094393784e-15,0.172263135659325,0.172263135659325,-1,1
13709,175,0.206326946139904,0.206326946139904,0.206326946139904,8.35056562529129e-17,0.206326946139904,0.206326946139904,1,1
13714,1077,0.1811740351416,0.181174035141599,0.181174035141599,8.05285635587861e-16,0.181174035141599,0.181174035141599,-1,1
13971,1197,0.282225770550521,0.282225770550521,0.282225770550521,5.55343533853457e-17,0.282225770550521,0.282225770550521,-1,1
13988,2239,0.132475078434568,0.132475078434569,0.132475078434569,1.05494748422525e-15,0.132475078434569,0.132475078434569,1,1
13994,1591,0.272708760567809,0.272708760567808,0.272708760567808,1.0550434916613e-15,0.272708760567808,0.272708760567808,-1,1
14065,545,0.139284248640084,0.139284248640084,0.139284248640084,1.66686447252631e-16,0.139284248640084,0.139284248640084,-1,1
14078,1643,0.0769174145625477,0.0769174145625477,0.0769174145625477,2.77640260879257e-17,0.0769174145625477,0.0769174145625477,-1,1
14087,985,0.366127095119216,0.366127095119217,0.366127095119217,1.38848377385754e-15,0.366127095119217,0.366127095119217,1,1
14163,1084,0.112723585271279,0.112723585271279,0.112723585271279,2.77683868674607e-16,0.112723585271279,0.112723585271279,-1,1
14313,3008,0.232576959847679,0.232576959847681,0.232576959847681,2.22081523140421e-15,0.232576959847681,0.232576959847681,1,1
14316,2595,0.240307790655861,0.240307790655859,0.240307790655859,2.44296140500446e-15,0.240307790655859,0.240307790655859,-1,1
14353,3114,0.16360317597443,0.163603175974429,0.163603175974429,8.05040964787398e-16,0.163603175974429,0.163603175974429,-1,1
14359,2974,0.263572908293556,0.26357290829356,0.26357290829356,3.719872583963e-15,0.26357290829356,0.26357290829356,1,1
14369,2510,0.160712886325551,0.160712886325549,0.160712886325549,1.9155163324503e-15,0.160712886325549,0.160712886325549,-1,1
14370,366,0.127689678346928,0.127689678346928,0.127689678346928,1.66761425674143e-16,0.127689678346928,0.127689678346928,1,1
14372,1234,0.108049038751816,0.108049038751816,0.108049038751816,4.44269258189043e-16,0.108049038751816,0.108049038751816,1,1
14391,1478,0.168815998071741,0.16881599807174,0.16881599807174,1.221658678031e-15,0.16881599807174,0.16881599807174,-1,1
14412,123,0.472152835861389,0.472152835861389,0.472152835861389,1.67214574956425e-16,0.472152835861389,0.472152835861389,1,1
14418,2559,0.172422582162937,0.172422582162936,0.172422582162936,1.24924501506813e-15,0.172422582162936,0.172422582162936,-1,1
14447,4835,0.195443786873257,0.19544378687326,0.19544378687326,2.94239531178903e-15,0.19544378687326,0.19544378687326,1,1
14477,3804,0.13019117911992,0.130191179119922,0.130191179119922,2.24849718808616e-15,0.130191179119922,0.130191179119922,1,1
14489,3555,0.151803188554528,0.15180318855453,0.15180318855453,1.99868257275663e-15,0.15180318855453,0.15180318855453,1,1
14535,1141,0.233014161479369,0.23301416147937,0.23301416147937,8.33032393357483e-16,0.23301416147937,0.23301416147937,1,1
14538,4233,0.171853723360212,0.171853723360209,0.171853723360209,3.49761568871754e-15,0.171853723360209,0.171853723360209,-1,1
14590,1219,0.341901203156182,0.34190120315618,0.34190120315618,2.33242524416096e-15,0.34190120315618,0.34190120315618,-1,1
14605,3686,0.201427112719557,0.201427112719557,0.201427112719557,2.77593413812816e-17,0.201427112719557,0.201427112719557,-1,1
14611,971,0.371608452972211,0.371608452972211,0.371608452972211,0,0.371608452972211,0.371608452972211,NaN,NaN
14620,4797,0.212445745635307,0.212445745635304,0.212445745635304,2.63705456278531e-15,0.212445745635304,0.212445745635304,-1,1
14624,2194,0.22962792057297,0.229627920572972,0.229627920572972,2.47080937723469e-15,0.229627920572972,0.229627920572972,1,1
14790,846,0.322579759532713,0.322579759532712,0.322579759532712,1.44414369720539e-15,0.322579759532712,0.322579759532712,-1,1
14793,1193,0.42399969266195,0.423999692661948,0.423999692661948,2.27691168037276e-15,0.423999692661948,0.423999692661948,-1,1
14822,1664,0.112676579767671,0.11267657976767,0.11267657976767,5.69160347561539e-16,0.11267657976767,0.11267657976767,-1,1
14894,2489,0.231189941250468,0.231189941250469,0.231189941250469,1.41581880015688e-15,0.231189941250469,0.231189941250469,1,1
14934,1800,0.259285172955075,0.259285172955075,0.259285172955075,4.99739196810298e-16,0.259285172955075,0.259285172955075,1,1
14960,1460,0.152329204446558,0.152329204446557,0.152329204446557,5.83066802543603e-16,0.152329204446557,0.152329204446557,-1,1
15055,2115,0.289379848566585,0.289379848566585,0.289379848566585,4.99718511812801e-16,0.289379848566585,0.289379848566585,-1,1
15070,2871,0.275018582737088,0.275018582737083,0.275018582737083,4.60822816966451e-15,0.275018582737083,0.275018582737083,-1,1
15142,2568,0.111240009412962,0.111240009412963,0.111240009412963,9.43873364792495e-16,0.111240009412963,0.111240009412963,1,1
15172,1496,0.0830045053699315,0.0830045053699315,0.0830045053699315,2.77648568650492e-17,0.0830045053699315,0.0830045053699315,-1,1
15247,2564,0.204349774889817,0.204349774889815,0.204349774889815,1.83222532370633e-15,0.204349774889815,0.204349774889815,-1,1
15261,349,0.118542531766398,0.118542531766398,0.118542531766398,1.250794156897e-16,0.118542531766398,0.118542531766398,1,1
15319,2069,0.127743174642332,0.12774317464233,0.12774317464233,1.49916341881876e-15,0.12774317464233,0.12774317464233,-1,1
15334,4853,0.138528997180797,0.138528997180794,0.138528997180794,3.05342792571813e-15,0.138528997180794,0.138528997180794,-1,1
15362,1049,0.0306024777392233,0.0306024777392233,0.0306024777392233,3.47110182777009e-18,0.0306024777392233,0.0306024777392233,-1,1
15406,477,0.217100758667535,0.217100758667536,0.217100758667536,5.27909591376148e-16,0.217100758667536,0.217100758667536,1,1
15508,4502,0.215659050663107,0.215659050663108,0.215659050663108,1.47120891173965e-15,0.215659050663108,0.215659050663108,1,1
15509,3897,0.0664742480083671,0.066474248008366,0.066474248008366,1.1381246353521e-15,0.066474248008366,0.066474248008366,-1,1
