gvkey,GroupCount,mean_mcap,median_mcap,mode_mcap,std_mcap,min_mcap,max_mcap,skewness_mcap,kurtosis_mcap
7171,4872,21893.7337308888,18725.396685,7874.87715,11738.5860945209,6689.10143,56175.0004,0.916292155754987,3.06619278130335
7186,1713,20696.0059797957,21261.6565,11390.3328,5270.49295989306,8340.1102,31714.34128,-0.237801274318191,2.4622843960938
7228,4567,73608.7805877578,60002.4936,35949.40494,33081.2097101897,27288.14392,162587.8514,0.809014913085771,2.30227479302704
7257,2011,98421.4749222625,97499.74473,68390.49195,31521.4836777457,44240.87488,186186.231,0.528348465451776,2.4906049443254
7267,1956,54355.7216621953,55441.413475,19052.80812,14322.2750453783,12733.86672,86131.27121,-0.0393379424259872,2.57712599296122
7343,487,7839.89503098563,8584.10804,8598.05456,2398.91454819485,1412.95415,10945.65016,-1.45007655218131,4.05680034626966
7366,1665,16675.819363039,15388.197,12660.35456,3429.571495991,11467.4085,25248.48232,0.868373461358272,2.50826181567335
7435,2546,56208.6180245404,57418.34864,48279.152,7798.17160982421,29021.31936,73435.12084,-0.706925909828753,3.36297494930138
7471,4863,485193.354535319,525096.981739073,186873.65,176756.729310281,140947.075,1018514.26982992,-0.284634139456468,2.67186126374686
7647,3653,189377.683522712,178929.38243,23330.64832,68833.0944837742,23330.64832,345624.57706,0.180625633279739,2.46309964391123
7652,824,9141.42163714623,9641.22225,10492.79935,1716.39947298615,4816.556409,11893.18644,-0.461951663474342,1.98278052263997
7733,1396,3335.19268651863,3440.293485,2282.225,702.21285688003,1996.87224,5031.44092,-0.0143764780973416,1.92902707566402
7750,2850,6038.91006679299,3667.47658,548.74665,5998.11040374131,429.6654,25497.2988,1.90559354916078,5.46446438983258
7769,532,26.0626257518797,2.494,2.5,49.4517734041835,2.065,176.05,1.86908335927187,5.0533060705984
7824,1198,2417.39575935726,2652.522845,1112.2884,1090.04213657441,744.0676,4268.00895,-0.0792822883106311,1.5466356976132
7866,2672,2018.95072268563,1920.43309,946.22844,929.355029481289,515.71699,5715.9602,1.01712316089888,3.84532539305253
7875,3747,6857.0467475854,6647.412,4196.047,2206.6929846318,1258.488,20494.77633,0.64670200119243,5.67699314772438
7881,937,20570.2636708218,20107.3705,16749.02284,3471.85424749345,9460.99266,29940.55394,0.185467409183326,3.73616321544764
7906,4696,45402.9598444506,32306.701195,9950.79096,35303.9495479232,6580.87425,174104.74875,0.989887650559499,3.19442265539193
7908,4857,36028.610877726,31597.94436,325.05165,37162.2031953548,226.69675,110272.420794,0.620740804846931,1.87420310620643
7912,907,11371.4466653252,11191.71625,12166.08,2157.91278568571,5724.90555,17880.77196,0.508391757784191,3.47500490489208
7922,3702,8292.24920268098,8983.260995,2460.61878,3822.49272573783,1682.274,15674.22192,-0.14862443344235,1.87053563634571
7923,4872,23979.8417204182,22485.24805,7447.4471,12493.4466752829,5514.01506,62675.87845,0.725765272972028,2.99322065176906
7974,1900,5126.23693051,5343.39789,4145.80496,1081.57016638595,2156.04516,6950.31376,-0.561281091049126,2.5251876707947
7980,2002,11806.2783943423,11218.9601118963,11516.1447739426,8351.57688289518,35.1508275158836,52893.0264223659,1.46929337615511,7.02385298501457
7985,2299,36614.2119503871,34922.69684,15210.97272,15234.7584795347,13697.08782,64863.29571,0.0623769479083678,1.69632975410428
7991,1305,4048.25651247509,3299.92,1117.24,2390.31588350094,718.393,9720.42858,0.56811177215477,2.06615593891822
8007,496,98500.8106585484,100122.82763,119258.90144,19870.233432246,34410.74924,126750.85563,-0.483568246523543,2.55005829544684
8030,2558,12281.6062193901,13090.65678,3049.137,4861.26454333313,2812.70052,25254.1224,-0.287255068884823,2.46487846847116
8068,3584,48236.2724255578,53665.33348,9250.31124,23847.4894719544,8175.6642,94081.68954,-0.322154095860737,1.75632403578185
8099,981,14323.5496760347,14189.54472,12863.604,2595.17527653898,7455.7818,20420.89665,-0.247340271417217,2.47025325482199
8123,2793,1392.35518684927,1374.05436,842.094,342.649043110902,610.34605,2309.9171,0.192981982589624,2.53989863114406
8133,1581,3905.39577893738,3415.86546,2983.425,1265.52516161024,1898.42548,7407.12497,0.933419461903069,2.87668639884726
8151,2258,3253.08936230292,3264.002725,1009.69455,1401.38105744502,858.98498,6091.54468,-0.128692723118094,1.82026516462846
8210,1125,1929.98158406222,2129.40304,645.42177,624.696859796699,564.57618,3002.69474,-0.734269857016243,2.13352984386602
8214,1612,3584.68688284119,3721.2047,3161.82832,991.447187126692,677.07523,5442.7416,-0.493836087816741,2.61951502645559
8215,374,4623.39580235294,4143.8964,3557.80775,1518.44164870504,1626.35977,7850.94144,0.346161760944164,2.06306685164227
8240,1678,1198.23193564362,1228.16581,1531.54125,303.147749506064,268.5672,1680.1198,-0.675339490257537,3.01131446500776
8245,628,18309.855035621,17072.739165,11781.29205,4644.5620583976,10194.552,26256.5394,0.186920389216716,1.83351180197237
8247,4754,17374.1449976588,12966.04323,9500.34475,8341.0174438213,4677.35584,35220.37844,0.378274309218892,1.46715772504309
8253,1619,14082.3112522813,13277.50116,16356.37731,3516.15564787433,4934.42588,24242.23431,0.507309310220999,2.74313848796408
8264,735,14674.9430778503,14214.0296,14897.91053,1374.42621398046,10649.1132,18158.43834,0.384231287609616,2.46276613446707
8272,3406,14012.4039594502,12790.995785,6800.65416,6128.47662361152,3285.28,28524.3553,0.545085589745968,2.58497358304492
8290,340,2.55192982941176,2.590497,2.594058,0.0901472396317356,2.312448,2.747262,-0.539856024276468,3.05526467670672
8304,1504,3847.68228863032,3725.27221,3778.8905,740.501031988649,2216.62805,5991.36426,0.455524681478938,2.44769814125141
8357,388,805.10728121134,885.85237,918.24798,330.316013255095,145.03808,1338.40773,-0.474432507748076,2.16653995461963
8358,1996,8337.57089289078,8162.0529,4620.07825,2337.21863017367,4089.56625,14492.3253,0.331347399965913,2.40539974489119
8431,3331,3608.47655442534,3459.423,1356.59372,1254.78821791118,1260.58225,6566.02433,0.385775746009187,2.51201171983273
8455,1791,12061.0618458794,11497.7225,11404.17,3625.29441106288,5348.30072,20530.33136,0.506898773007826,2.50587103303504
8463,2610,7334.99806920306,4253.86752,2898.18518,4369.61007971806,1719.99138,16343.05036,0.259524957273642,1.38118085430649
8475,1875,722.815037749333,746.86284,160.55116,292.494384056014,141.26417,1737.10979,0.530367345063475,3.65918380830475
8479,2780,93596.6579406188,94490.09813,85082.75622,14122.46124173,60346.66928,128083.98814,-0.236618036384772,2.32829839984864
8530,3848,190695.262473761,194529.491345,139253.31754,40563.2916456399,78649.8482,296484.66855,-0.263841648600981,3.10582554612057
8539,1500,37922.3677217933,35434.3189,28131.83054,9330.03662241933,21739.50064,60116.11492,0.676821204599029,2.31239308745194
8543,487,73004.2831045277,42317.74112,34405.62944,50700.8569137837,33431.76606,184437.528,0.896807502200741,1.92143734631406
8544,3163,11043.4041168717,10757.21655,13726.03768,2682.50110966963,4631.59293,16999.28608,-0.264911131129084,2.49457167112186
8546,3028,32023.1091586748,31844.692455,31268.56509,8801.5234157796,13594.31976,52747.244,0.0839973372817635,2.15036117490683
8549,1071,71878.9184422708,71217.312,35905.346,37836.085362318,17509.9581,147735.57366,0.451816484157063,2.11338596639552
8606,263,9884.1966326616,10169.5172,10159.49808,830.480479759952,7794.95472,10767.8364,-1.2829204090578,3.20442153165955
8692,1127,1456.92335755989,1479.02976,1254.8066,266.615982016094,774.9495,2041.56672,-0.160650909129608,2.02861352037086
8694,1950,4026.53056084103,3913.4694,3167.9648,836.567338422962,2261.2668,5908.37248,0.329796264527076,2.00314722941801
8717,1602,10585.7443625094,9660.509725,7041.056,5137.59781694443,1855.80216,21191.0706,0.14693323238963,1.80022599613396
8762,4864,190117.974914699,194544.98968,202166.5052,53194.3807219898,73846.0992,359476.37619,0.273499853348675,3.3320033162022
8789,633,1956.80585824645,1922.8754,250.83036,921.528480394184,250.83036,3301.8638,-0.134553796334969,1.6629870135352
8810,3267,18295.3080193388,16484.47002,9558.8016,5748.53308574886,8148.81717,32011.81516,0.577880558760211,2.54667301896882
8818,764,2941.51735157068,2922.719805,3280.956,454.334346200358,2076.0237,3887.74644,-0.0129964944012991,1.81549303008042
8823,711,5386.01942864979,5990.41555,2415.34811,2051.23012888674,1355.28546,9397.1175,-0.159044020664486,1.67740253935121
8870,1529,1457.16862699564,1428.80167867815,500.587533739251,564.491171352143,500.587533739251,2970.48278529981,0.361854217321259,2.38510958226154
8902,903,2333.55755090808,2371.98951,1710.67551,375.243363457026,1186.51764,2977.56996,-0.618724068871244,2.79028940026194
8972,4676,26284.8428042371,20420.86763,17636.697,14020.1258908655,6915.6612,65532.39567,1.07908991921424,3.07818061836135
9063,1185,3791.35835053316,4027.13552,3631.09008,1302.38579255752,743.73018,5995.58865,-0.221119044189879,1.99605182867675
9135,4596,40308.5463993682,43156.849176,6576.083136,25589.1569497215,4501.503216,89624.08728,-0.143037490573494,1.62310759919482
9155,837,2298.75524706093,2348.5193,397.43858,1120.69424723914,171.8256,5036.39114,0.01873439998124,2.5310597894317
9203,2322,7302.03144560723,7224.0503,3936.0556,2828.35434677156,2239.6882,13921.49505,0.0675738568335233,1.88002034950097
9215,814,20274.8962126204,19506.0275484295,4744.65970218706,6503.67086067927,4744.65970218706,34758.186870229,-0.314932928757302,3.23178579747528
9299,4868,2847.00219426232,2774.38152,1147.4925,974.296250321724,1046.7516,5308.51022,0.277626452412672,2.42865860859779
9302,1537,1756.19776207547,1577.22048,828.14732,932.719112109603,488.33532,3915.83865,0.607453429542955,2.05858266247396
9359,3343,10704.4364755698,9235.75986,7899.29,4784.37520609732,3592.5,28079.016,1.48705724164722,5.1744443856053
9411,352,3900.59443403409,3994.01279,4017.57192,532.745582784637,3039.93846,10988.4265,6.45098166589136,90.0746396678966
9445,1654,4487.03093090085,4514.9355,3734.14962,406.13927805765,3195.56934,5445.1444,-0.222722367816819,2.85869448144942
9465,720,67616.2052003195,68858.069375,39416.34385,22153.5198279865,37367.51821,133618.34167,0.759187474695881,3.09678832818672
9466,568,1229.68008673239,1207.164275,1058.05665,140.830757813148,999.9298,1525.964,0.256791056090887,1.75616896072373
9555,4798,5182.72635262193,4331.80474,4144.3148,2207.36288837077,1103.79785,11403.6468,0.82564639666261,2.70534896548933
9611,2355,2437.48110876008,2396.528,2186.9203,891.137183577726,661.03425,4392.37381,0.21336958125385,2.37240868660513
9613,1330,3579.37396069925,3540.601025,4522.54472,445.145388180139,2710.5474,4670.62225,0.393007082810752,2.52062862380528
9667,4795,17160.6153996434,8837.88189,4241.4908,14739.5920524503,3189.5196,67903.49475,1.23541736605458,3.66333814371571
9774,1559,2977.67512008339,3074.57496,3001.97676,747.50759901222,804.0312,4691.02395,-0.618483719263958,3.35863900737144
9783,1168,10991.3234166524,13295.1324,13391.9595,4162.2933097275,2639.09753,15882.29787,-0.696865441004694,1.88145868258828
9815,2215,2819.13467249661,2759.47876,2078.534,535.059522521357,1691.4405,4489.13467,0.634481562461748,3.13404941784222
9818,4850,79041.0599694174,69913.1480726342,22594.30862,40357.0796686154,19449.79168,241454.96673,1.24699390074961,4.40552240410858
9846,292,16441.3536165753,17524.56684,18343.1593,2739.47012105777,7731.49503,19470.46536,-1.75923026662772,5.46532331605641
9850,676,26128.9334058876,26236.81983,24012.67328,1682.30284392788,20848.04582,30758.8995,-0.179369112954029,2.87356513080878
9882,3062,11241.0690781156,11243.25987,11329.88683,3877.29614903045,3708.13146,28975.58136,1.36297044605617,6.95477411643515
10002,1578,1208.1603070128,1290.2581,100.624,931.513669767103,67.41808,3339.40194,0.383949161327804,1.7657210565294
10016,1622,3678.90428122072,3780.78576,2511.5616,701.691754302873,1794.611,5329.71352,-0.327514379549993,2.79562171058451
10121,462,5694.57705751082,4616.00048,4103.51949,1850.21029050468,3047.01869,9258.64283,0.515705906344839,1.61992490076432
10156,836,5349.52067021531,4236.14084,2816.92425,2294.83438581174,2736.56976,10425.09632,0.712184357195887,1.93896873119901
10187,2066,20140.0360963262,19413.956075,19272.1385,6965.05253844613,2375.2505,32848.70064,-0.302501238057965,2.33695475201664
10190,2748,3809.46215825691,3444.72072,502.15975,2152.59940116808,369.67505,10435.667,0.869835989556978,3.39023908877254
10247,1911,19190.7534431606,19217.5392,17854.09566,2989.52030785999,11460.30955,26368.5981,-0.157794210374708,2.53418987828568
10277,2791,3282.72429059298,3465.16307,3744.5955,610.094125975476,1739.374,4628.20176,-0.64453458595622,2.38555580428052
10332,2444,3132.96278798691,2811.94345,1262.20435,1302.28637909392,815.54116,6258.24,0.318516836322776,1.93030276876462
10385,616,21941.711045674,21718.4924898172,4470.06166040203,6978.91759008577,4470.06166040203,38072.0881716078,-0.332685078979353,3.01085938607196
10405,1924,4212.25762968295,3211.318515,241.932,3263.83697161953,197.5582,12129.69482,0.753426060069157,2.4685853309876
10411,2084,3966.74525912188,3722.62099,3126.4226,1271.09400210276,1872.18548,7734.15388,1.01614462230286,3.44914261780362
10443,771,972.853046433204,1075.34774,96.7932,434.089460920293,59.3852,1720.1364,-0.744019951503422,2.66305268998965
10466,1483,3600.76972692009,3097.50272,1675.02338,1914.45735568554,941.5076,8823.05632,0.841735013802214,2.71874144760216
10507,865,22848.0611865318,24198.4512,14528.8495,6310.42404924474,8851.9137,31727.2576,-0.562678013650308,2.35033729900013
10519,4551,9441.18139451769,9979.89897,5185.05152,3501.91178830215,911.05875,18289.965,0.109628195844888,2.44083065113827
10540,1968,2018.15036692073,1929.386765,1817.8776,765.517273056169,714.73348,3770.49015,0.312396342625359,2.05480948988849
10567,936,755.550413456255,777.9664,21.394,292.815890329864,20.41625,1366.6126,-0.759420210132257,3.77985869146817
10581,1946,2829.28442340699,2702.25271,2212.72425,1087.95103033006,969.52264,6051.8822,1.23232124823846,4.2335048210394
10614,1586,5046.28433306431,5495.841,5426.9865,1145.70048715759,1441.7406,6804.04296,-0.852976530931756,2.77752455631965
10622,2919,81271.8992928133,99596.359806,12876.108,45576.7428613204,4139.59,166453.00656,-0.517401195919778,1.92978242832763
10639,1097,3637.55814559708,3509.108,2773.966,1117.63576229179,1672.375,5922.93674,0.309922616895403,2.17200887281126
10671,2582,21187.1524240229,19479.8849373548,6930.22167858487,9233.4665613779,6930.22167858487,41572.7778284256,0.38693162920136,1.88585938646756
10726,1703,11364.7734330696,12219.47496,7884.8248,3386.9805209041,3216.38106,17041.482,-0.791004703543337,2.95165172613408
10787,904,17543.5705555199,18640.27183,12184.6725,3996.52685066022,7401.3858,26351.79638,-0.659579065300762,2.5376712233855
10793,2900,4795.33789938965,4552.03738,3545.47125,1652.66666372092,1353.4796,11894.80275,1.27786350088416,5.70032836853438
10839,588,161.132245993367,159.958015,163.4634,34.1300795476766,89.79776,309.02116,1.7628534235394,7.81123053538692
10846,2162,116828.729624051,125607.40704,70886.69738,31962.3424208814,51089.10648,169232.03712,-0.21904561335529,1.63636461261891
10860,780,9749.47949619231,10027.013425,9588.975,1393.70254207849,4199.3952,11470.04443,-1.55939560754388,5.8598009832572
10867,3569,39968.0956475153,31776.49602,14926.0685,25758.7836852007,11118.45042,109634.79769,0.941985434033226,2.80494733709199
10884,448,676.972208102678,667.6177,549.06224,90.8034429885207,529.6625,893.62826,0.35179493017193,2.12427566337587
10894,846,2802.73652862955,3039.25126,4164.36384,784.947203601593,1126.38895,4315.7528,-0.313359522144242,2.16111570679774
10903,3172,53064.8023550883,55346.090995,27638.42275,22169.8746410746,19015.1808,117322.168,0.524158037166149,2.71929503162553
10920,3311,50033.3719394597,49189.336,32709.2493,12730.0973513726,22735.73225,81286.01875,0.193342890224017,2.49831670318288
10983,4586,72507.6750104131,70757.674805,57024.19494,25317.7185897563,21898.989,135706.41047,0.046144578184511,2.2024126105434
10984,1609,24731.7717399826,24602.1279,24735.99968,6552.35415513091,9726.1864,44702.56859,0.0800605334857808,2.31658342810814
11017,1755,1299.06350905928,1193.79654275323,947.34216,314.487726477202,796.914542595324,2169.480714,0.867946929235187,2.84719875235034
11032,2053,4872.58868777155,3498.12625,1811.63425,3000.85411179162,1409.8124,13427.84656,1.20515296933221,3.29992001287444
11060,4731,16020.4948473116,10513.2336,4646.666,10646.0207691318,3204.06251,40029.25602,0.471423756892863,1.71195000173848
11096,1513,5450.29005453074,6067.3831,2546.12856,2165.6513101694,1816.64413,8999.08855,-0.198024628379041,1.7220253081392
11217,1589,13407.9093655832,12590.21596,9920.499,5618.61812317082,4113.59928,35690.131,1.20805681265016,4.78805239872254
11220,2162,13381.4980384839,14011.340005,6863.0677,3514.80251901692,4592.59595,20774.8275,-0.457228956971959,2.24027279054546
11259,4199,221668.91803605,221126.10465,201357.28775,26368.8813938298,168106.6296,324528.83855,0.448404062417724,2.7300507357652
11264,296,35448.7264516216,35086.46394,35086.46394,5327.09736966082,25652.97208,49051.548,0.480576960544803,2.95951498964126
11340,729,3256.57584576132,3367.1172,2506.00755,868.551051831676,875.41276,4752.46112,-0.598624398865946,2.80744845679092
11446,3243,5278.42224369719,5222.1888,5210.114,1232.55547180126,1337.47362,9184.98556,-0.321854764133745,4.08286005678956
11456,4845,15651.3308832219,15333.62494,8829.3909,5306.03716366961,3258.8402,29039.05704,0.324380002535074,2.67304980288897
11465,4846,7603.94715064383,6580.187075,4813.959,3448.8895932208,1426.15389,16792.145,0.607055500864515,2.21801950460808
11506,4819,18422.4008429923,17937.44284,6237.13362,9542.19948895149,454.36336,45584.99204,0.3861846782828,2.77883891737695
11535,756,886.077177743519,937.6587,0,432.73413667636,0,1732.37814,-0.38418708707075,2.66467217889917
11550,1630,4984.05304398773,5034.977325,3935.89425,748.704400559669,2651.2398,7071.09953,-0.0512773982439704,3.08819919816832
11554,1305,3609.85303393103,3531.7113,3034.3228,746.072433442508,1765.58437,5309.43208,0.0848242951676982,2.23899569919798
11600,1648,1451.28121129854,1507.03718,1443.91769,319.310555942368,563.8204,2099.7027,-0.488589027173841,2.3240100122798
11636,707,9612.62490773692,10723.2696,10747.27692,3240.03840052688,3606.15762,15649.57295,-0.110460093664864,1.50581305989818
11672,3449,20875.9025591969,13668.4992,11065.1005,12765.2511871724,7725.55062,52239.9603,0.987190169484917,2.42690788382987
11729,1346,4816.1623226523,5412.7777,2763.696,1669.33997475993,1328.1,7559.6025,-0.503081082426238,1.82141775759528
11749,2887,6699.21929117783,6799.48059,2817.144,2927.18999098744,1421.42781,13228.88048,0.0179022089159707,1.91648033379953
11923,3674,26889.2948901034,24298.16664,10355.6195,11996.5240182589,9436.122,57016.97047,0.389985409939124,2.03903891622056
12124,4872,58834.5488182081,58780.08254,27550.41968,18728.4209375835,9784.5411,117597.87,0.080593369504068,2.52435018255765
12141,3818,445331.391360319,292450.76907,251098.29843,329632.769321017,134692.02945,1732311.44823,1.94956098910996,6.18549433595458
12142,3610,148539.037207575,158840.981565,170062.6125,37221.0051357185,63028.32525,219274.71794,-0.45473888310404,2.08573048833839
12338,1243,3745.90730195495,4624.676,397.76727,1862.47043766896,290.39451,6560.56245,-0.250037505017152,1.53051927408328
12368,3146,8503.91526246167,8050.4039905,10274.164545,2979.15984181742,3415.955211,19042.857497,1.20659853060094,4.76750913644646
12383,1619,16856.6957271285,18174.078432,18563.050056,6558.65281004278,4351.275732,33209.486898,-0.0250140349420059,2.4332035465989
12384,1802,412279.393034023,425117.836525,237342.8847,71495.6456625453,237342.8847,559221.52125,-0.179522191826354,2.22937754062949
12389,820,14496.8066934756,15159.15367,14090.8185,3173.82416916594,7822.90692,19564.617,-0.539734746465535,2.07483857262035
12395,914,3437.92523666302,3310.86314,3144.02935,606.810853874097,2296.0026,5460.0196,1.05603403722352,3.71840883369278
12459,754,3543.38794172414,3406.248225,4248.045,960.162570604317,1823.40936,5713.265,0.291853998181385,2.04981256851217
12589,1140,1859.4542346193,1824.299275,1949.2396,746.990528492096,40,5697.93792,1.68970128077941,10.8108865960818
12689,2569,2500.53738842335,1595.13484,556.90026,1853.86972162862,405.81635,8097.8424,1.1624235127641,3.36236694785317
12726,3371,7645.642744601,7849.85565,3796.33805,1862.75686930802,2106.83898,13146.95151,-0.114661993182711,3.51427275141193
12785,831,1422.35671257858,1616.64524,359.1716,736.300891537574,66.6504,2701.50804,-0.367851303201298,1.91104438454515
12884,423,4598.04443671395,4528.9521,4221.9045,652.885301456174,3028.41432,5906.6262,0.0135881460705666,2.22454446659353
12886,1290,65547.74614371,67491.85406,47411.39221,12707.4051246623,44338.97151,91928.23137,0.204825518830803,1.90457327647162
13125,1658,13947.7434353335,16440.75373,6909.60285,5899.06705017326,3991.9174,25123.98608,-0.124602107899896,1.41437030716261
13145,4794,46507.8135474514,37504.190231,31774.57415,24827.9790855621,4663.787788,131183.676,0.963559984002259,3.38314277531581
13312,443,240624.3493307,246263.26504,142670.84895,27678.790465608,142670.84895,295635.3495,-1.38347734405674,4.90693100670591
13380,1797,1906.7905039655,2013.82842,340.9728,740.231257174893,220.2116,3413.6039,-0.441074655305155,2.32418047205914
13421,573,4614.30354183037,4087.78146,6026.08265,1044.35419765875,3114.81555,6741.41902,0.473246844812544,1.63165787493988
13440,716,4369.05023595866,3500.378565,2377.67375,2467.26107200971,1195.423275,9806.8055799,0.766056189010068,2.25528788240101
13498,4872,34953.1057167501,33476.07133,15018.7264,12496.2785174557,5574.46973,62511.9843082314,0.0197899494699758,2.2072650560248
13510,334,4661.52704018563,5092.33265,782.50582,1651.8406189857,782.50582,6763.83701,-0.973109088223898,2.72281742466617
13561,4666,3520.81076815296,1952.1,742.07277,3083.23660001847,314.40024,9882.99441,0.773211562552944,1.83565960388798
13683,4872,161753.835062772,121603.745805,69903.744,119017.558752067,17690.41416,492195.17256,0.675792131323902,2.2776641808215
13709,175,4377.01432593829,3619.39032,3599.18832,1391.06925823738,2567.9283,7070.32235,0.573360882664756,1.65006882025789
13714,1077,14973.0626325967,15488.66012,2247.04135,7280.47525488689,2247.04135,25962.54343,-0.077577454124774,1.54920600366631
13971,1197,2094.47503888129,2271.74975437218,2473.78739118966,611.785083058331,543.757754800591,3120.16311738836,-0.864050476953412,2.78150924579744
13988,2239,18958.0149817162,18893.25225,20909.8062,4537.85303446173,8814.32432,29944.616,0.124629949883114,2.16707852115061
13994,1591,23204.3457020737,23648.2874160611,4861.62322598253,9555.21740755002,4861.62322598253,45712.4461600975,-0.119599085590097,2.23897370667397
14065,545,725.070609926682,732.580692922713,176.621456911601,203.926635777178,176.621456911601,1181.70934788693,-0.0228879719003169,2.80793748594816
14078,1643,5169.79169415691,4747.36586523737,1289.89041735508,1984.74650453891,1289.89041735508,9989.6589688997,0.287633422394301,2.08562962853429
14087,985,266323.48148303,248041.21608,134751.39183,70146.7156715184,133087.7944,458043.828249,0.658478051777886,2.89639256822932
14163,1084,759.804688173431,304.885075,31.33944,803.60186284877,23.4376,2466.78201,0.987485436776111,2.41894330022722
14313,3008,1098.98698314897,1131.6541202452,1132.40660478401,457.640368910363,59.2266944251677,2211.48329829479,-0.101647990959585,2.16904014310507
14316,2595,13738.8402489304,13450.0458312073,4374.72023099617,4930.65147920593,4374.72023099617,25541.6326283988,-0.164786895257556,2.01033232075162
14353,3114,7213.93849493139,7563.42378374839,1567.49890075377,3046.82085215424,1567.49890075377,12937.8958978873,-0.0631113395014503,1.6802290430761
14359,2974,10968.2056826417,7117.86817,3865.38425,8001.14849322499,1398.9536,33339.96429,1.07195273962357,2.91602741882364
14369,2510,2664.28137933466,2399.71927,1851.08716,821.480375825656,1646.67316,5706.69673,1.54050205075525,5.12879279053675
14370,366,5403.76318439891,5769.8993,4132.92351,1039.69804487285,3329.67264,6868.27998,-0.262810799141439,1.53272196956805
14372,1234,295.356625215223,224.866281914506,125.688428324698,216.955691692621,30.5428600550403,718.962680883473,0.489281256046631,1.7295534718468
14391,1478,4425.50314319183,4225.66812054031,4389.28723019958,1256.1955842061,2236.89109357384,7405.57938345051,0.63752379851556,2.68207212052288
14412,123,2048.66692056911,2051.1486,1774.98088,247.347405368818,1492.78037,2608.43184,0.0386868007371755,2.7553567685476
14418,2559,11316.379397193,11429.32077,5042.73384,4476.35833971415,3515.97876,21530.22814,0.112798738804472,1.90965050570141
14447,4835,94637.1710110044,89386.101036,5140.905,70493.1176711238,2790.777,366510.619541,1.10597980676912,3.96315481711946
14477,3804,17927.2208847029,17073.24933,13085.0454,3304.32320026135,10925.20026,30165.3898,1.16830448537696,4.46781602789467
14489,3555,38405.0248495517,26789.14806,24329.19663,27660.5674624854,7326.76158,105284.80352,0.939694344362024,2.52372442079137
14535,1141,3262.35454066608,5236.08835,87.75492,2804.01123295003,30.15864,6729.96591,-0.12684659718408,1.07141564288712
14538,4233,33820.1976629666,35826.59,19624.02863,14851.0545973985,6733.48984,69145.416,0.0427883956450854,2.06067996425749
14590,1219,31257.6675303138,33005.1816,30309.02952,8845.38585251248,6344.5704,49574.14112,-0.968702354223358,3.70398603174427
14605,3686,92793.2266826894,81356.82051,85795.72586,34574.6424111492,27348.73872,160674.3054,0.355074359734632,1.91179650797435
14611,971,2648.02007323399,2661.7713,2679.608,1328.95490591348,1010.20115,10445.9304,2.924750299812,14.9598040097766
14620,4797,13455.29718946,13767.334441,11142.541452,3276.15470129501,3735.538968,21890.291848,-0.28690153143673,3.23692928807822
14624,2194,5120.70560036007,4804.937285,1269.4114,3247.21230724028,162.15088,12791.63106,0.513758192260953,2.27470702447614
14790,846,764.821483309693,666.505885,401.6097,360.976823754082,205.26718,1762.575,0.788419654288096,2.76196753357054
14793,1193,4690.16309782062,4484.2824,4222.69926,1784.44617436671,1494.34698,10873.31808,0.88413065737077,4.09272322404945
14822,1664,4755.13033429087,4287.36365,3970.4756,1245.8157648138,2651.6112,7843.6776,0.570147942763657,2.12688691021705
14894,2489,1439161.92015211,1416111.70015,1804660.1275,300147.234369993,786257.13624,2342681.1024,0.139724862420443,2.75363932582845
14934,1800,28839.2064992444,27269.396,23704.70508,7571.98859009963,9313.26,55484.70632,1.22956659681866,4.90614237584682
14960,1460,7456.64910530137,7600.3335,8050.88,1158.45541934548,5005.53306,10079.652,-0.0820885810937129,2.0268822573911
15055,2115,28917.7182401134,31172.2508894663,4463.52298569934,11313.7730938571,4463.52298569934,58231.6807382682,-0.46592053540258,2.55764058174719
15070,2871,37284.9221206294,42578.218442623,6504.16314170352,17505.7366102622,6504.16314170352,74817.6047971999,-0.333063603187771,1.88640535085134
15142,2568,2372.56951735981,1509.85003,147.90964,1984.33525403185,147.90964,7068.0058,0.800463107779988,2.09757334329566
15172,1496,20340.7673693449,20797.694345,27056.3744,6653.55773496591,8747.23592,38140.26414,0.250212660919679,2.59758395233057
15247,2564,22836.6932774668,23137.36113,11502.40236,10185.2687382009,7250.0248,44482.15128,0.172856135015769,1.66584554073668
15261,349,957.263823151862,1063.85865,283.40567,351.615716825179,283.40567,1907.48475,-0.512991129588577,2.48158003391723
15319,2069,24799.4857696462,25681.379833,26394.833148,5987.76199970287,9907.900868,37677.182136,-0.380849509969582,2.47583164758541
15334,4853,10134.3177319106,9099.4459853,12003.86665,4904.90500801177,3417.996032,26065.988671,1.02123148900042,3.57488697882173
15362,1049,78953.2645689895,78515.17128,77430.30438,7644.75042913438,56815.97008,97287.11886,-0.0348719203891156,2.679179380794
15406,477,4853.18448371887,4620.67655,3322.5297,1153.86031023416,3204.51635,6859.263575,0.149080986631415,1.51804769652136
15508,4502,23138.2468707359,20841.3965295,18416.33435,10900.9348878307,2198.119616,59156.6976,0.499175176248486,2.62688325374974
15509,3897,856430.748041632,891925.3665,873265.0994,163492.334073456,286090.94335,1150898.05856,-0.949847904483241,3.50956885171133
15521,3187,13013.3122717701,13507.11995,7242.1328,3690.07470513025,5596.28504,19908.5116,-0.0784899598538118,1.63701246634675
15545,2718,42320.651680579,41845.165715,34465.46549,10753.3988007933,19018.418068,69177.6396,0.193924871368537,2.14710827252798
