gvkey,GroupCount,mean_DD,median_DD,mode_DD,std_DD,min_DD,max_DD,skewness_DD,kurtosis_DD
15613,1512,3.14344810645144,3.1570518364761,2.83799553797758,0.0880967689715271,2.83799553797758,3.63331606970775,-0.104637450844376,5.005393650578
15617,1777,3.14858235694387,3.26988052492765,4.13569521720221,0.487093450783053,2.11232629313819,4.5588321517283,-0.156325559373384,2.32721490609509
15620,509,3.16300609273039,3.17362540976494,3.1212841751667,0.066371738033239,2.97691315546962,3.31417018676305,-0.835520302767867,3.73434052043072
15633,1145,3.26240298583157,3.29464004205209,3.77564851981154,0.260637141311207,2.66400100647087,4.47863563751432,-0.181922359484171,2.31998055859931
15634,1861,3.10949385922806,3.31479906856178,3.27732177367609,0.421705507485621,2.11430057520679,3.80895885689326,-0.649983241837137,1.86229815076758
15659,3955,3.30859177713014,3.38983008290258,4.28187979859001,0.273298877553035,2.18971884426975,4.28187979859001,-1.00344396346536,4.40531836134746
15668,4668,2.87911870494867,3.01380508268944,1.48587485626763,0.399034212216564,1.01848572279241,3.77335256053672,-1.00085158251532,3.9607833738201
15679,1512,3.244970033997,3.25095960460885,2.9222550771568,0.119610356442058,2.9222550771568,3.67150280119701,0.185208076703397,4.30922326288889
15704,1002,3.35599833510359,3.31579832273975,4.65194145327906,0.412476913088753,2.37927692351567,4.77650406608942,1.46398089836365,6.64594618398526
15706,797,3.05679061699028,3.0647015619668,3.17470181281082,0.242002299733148,2.37701402656835,3.59062703302846,-0.16478263502933,2.4716054062261
15708,2207,3.12612423793762,3.14340469577504,3.10378994526214,0.348726463247688,2.31010911367981,4.36984851408913,-0.344211883525816,2.54328761519744
15724,3453,3.11396497338147,3.15788515856008,3.63245971117913,0.256418673894037,2.31064684656002,3.85785989404913,-0.39752787247354,2.87521654308866
15743,1512,3.27668388966693,3.26770653536283,3.680478427787,0.158108471977185,2.88118016412611,3.94784084217052,0.732303431671992,4.12406476473689
15782,864,2.88014852727958,2.9630215457752,2.32388482930172,0.245024299202091,2.30999125171313,3.15368797256556,-1.42559073398625,3.93036689140697
15889,299,2.57398181958985,2.58021394568676,2.36360357299814,0.0809353588131765,2.36360357299814,2.80547728984451,0.00231390897121392,3.00056497856161
15929,1190,3.30435538167742,3.32094792235417,2.29818124324794,0.362093993796799,2.29140913392483,3.91043070039723,-0.710026998927392,2.94180539969448
16428,1605,2.18410086786501,2.22515876570597,3.33671457315155,0.291523518661758,1.2755513699463,3.33671457315155,-0.552341506482281,3.86041326413687
16477,1652,2.09869392323699,2.11643647478834,1.88499950479652,0.642445127652195,-1.09651407914585,3.82664091408086,-1.19801747882933,5.87693396749214
16478,419,3.13002334872642,3.14102629096358,3.91336669037811,0.39273789386349,2.24379905903751,4.09298677514765,-0.35788529888452,3.21347416198991
16560,1733,2.88128746194804,2.91643284539558,4.49805633947852,0.553506442164573,1.68217679645198,4.49805633947852,0.504728920580341,3.12652518043654
16590,1356,2.74336173598005,2.65072789044345,2.99390896574965,0.186522192548864,2.24588368544071,3.30393916279716,0.815413826628368,3.04619449768193
16603,1635,3.24505046309179,3.36376243641722,3.5042699596,0.327326595988034,2.37183409777056,3.75986822746652,-0.786692218130344,2.72712965602819
17420,1868,3.09700651487477,3.10702905040247,2.83228056663069,0.30703413033142,2.19950191335268,3.77775535014695,-0.514893025046909,2.76087173822245
17436,2570,3.2835570535565,3.28556160630249,3.06236938548976,0.064139512131114,3.06236938548976,3.56778156304691,0.885142380284928,5.67159257008375
17452,2835,3.21743334244162,3.23350374068282,4.25858872270826,0.208537770330174,2.65436583912957,4.25858872270826,0.273470378715569,5.10957623796225
17828,2707,2.83901484912412,2.71874150574684,2.64213811494482,0.358561847531696,1.59763977830555,4.15185684653468,0.736218793005014,5.43634521205738
18466,885,3.37357938829544,3.37771764121821,3.25176613495039,0.0485686681428181,3.25176613495039,3.52214201560001,0.0429859923608542,2.85780468092529
18467,4832,3.15100649493366,3.25129006546277,2.92651506890461,0.313047428239745,2.16321066554357,4.69194716940711,-0.976829641188093,3.83272981572834
18636,1019,3.00848279670685,3.10356800844454,3.14340322469121,0.268664268147625,2.19082750270032,3.4748153466183,-0.273985471171968,2.13577675513385
18729,3285,3.36671609454666,3.33715268184906,4.96063489077648,0.326028838024597,2.64278570634804,5.1529176152065,2.68148707564678,15.0892253344012
19113,4857,3.08708298291896,3.20962274353789,2.45272876935212,0.375365697853895,1.85977578110592,4.00001132240488,-0.804402723074715,3.05483421665978
