datadate,GroupCount,mean_mcap,median_mcap,mode_mcap,std_mcap,min_mcap,max_mcap,skewness_mcap,kurtosis_mcap
2001-01-11,43,91355.2592278465,13631.8918125,288.6364,206998.04390691,288.6364,1098236.4953324,3.55852748212592,15.9742127443753
2001-01-12,43,91074.160066894,13857.675,288.48287,206180.903611601,288.48287,1105934.78392894,3.59586468635068,16.3882369854475
2001-01-16,45,93700.8865770922,14387.2504,290.1717,204073.233352934,290.1717,1111375.92981415,3.54097518673225,16.3085577031571
2001-01-17,45,94335.5409026487,14157.2055625,284.0305,206150.582170414,284.0305,1126081.75827919,3.56052842329556,16.4867673818133
2001-01-18,45,96718.4384476989,14036.1,282.95579,211904.172648924,282.95579,1154875.47778645,3.54614620767549,16.3753258689862
2001-01-19,45,95642.7907594658,14407.81875,276.04694,210178.926534406,276.04694,1149868.43914096,3.57158670118111,16.5918986968052
2001-01-22,45,95049.1232943513,14511.9,271.44104,209111.165669398,271.44104,1161554.67202581,3.64547146039395,17.3306080655741
2001-01-23,46,98394.2705526365,16174.9453125,268.83103,209230.689877639,268.83103,1172021.90717378,3.61786668025895,17.3167033118683
2001-01-24,51,90233.5348634688,14621.09445,262.99689,198095.189802171,262.99689,1155643.82819691,3.80417683011254,18.9432774783287
2001-01-25,51,90519.3270479202,15136.3875,271.7481,200375.950527124,271.7481,1190120.91752893,3.91984347504346,20.079154810043
2001-01-26,52,88076.436578591,14911.433125,270.98045,196920.0466016,270.98045,1172295.34982923,3.92835064524582,20.1215258786881
2001-01-29,53,86465.5502658106,14678.315,268.6775,194234.519967621,268.6775,1158856.98301796,3.92424850976781,20.0845090412944
2001-01-30,49,93955.4534635775,14964.46344,265.45337,203202.695975912,265.45337,1152095.7012653,3.67769822447322,17.6969362668033
2001-01-31,53,87474.3364446362,13826.2579,267.29573,197403.343089845,267.29573,1167763.94630572,3.88757973218921,19.6415780322184
2001-02-01,53,87499.4926117902,13591.12455,269.44515,197095.000658297,269.44515,1173904.32973988,3.91448602008938,19.9774964043128
2001-02-02,61,82889.371815195,13233.70399,268.06338,186073.054700088,268.06338,1180036.18516439,4.15357383606598,22.6062955160406
2001-02-05,61,83966.3159094505,13799.8539,266.83514,190622.180608129,266.83514,1200422.74014561,4.15093061049953,22.3595631145796
2001-02-06,62,82042.0334663247,13548.5895,268.37044,187272.410236304,268.37044,1193337.68513743,4.20240611280401,22.9596550997445
2001-02-07,62,81050.5045163308,13580.9993,268.6775,184034.256006942,268.6775,1179868.65480202,4.22334780591048,23.2799159408271
2001-02-08,62,79555.7977266788,13566.333875,279.4246,180860.480633579,279.4246,1182068.29434778,4.32933619105208,24.5982898760554
2001-02-09,62,78698.8480514904,13520.56554,277.8893,181657.268169167,277.8893,1209278.29298433,4.49218646309083,26.3145974387842
2001-02-12,63,79810.096392235,13916.854,290.1717,183898.204708395,290.1717,1217835.73144874,4.43685160623298,25.6336637089177
2001-02-13,62,79069.7881047374,14064.0192375,288.6364,177347.081596258,288.6364,1161451.63457758,4.32984521562857,24.645935673174
2001-02-14,62,78352.4479675513,13943.036365625,289.86464,176260.7349952,289.86464,1162884.17039203,4.38434717977274,25.271027391382
2001-02-15,62,78576.8264890691,13836.511455,309.36295,174665.632966825,309.36295,1135822.68032646,4.25895856711753,23.950880550445
2001-02-16,62,77682.9906645477,13601.137935,302.60763,173179.1723383,302.60763,1131525.05128119,4.29687568442519,24.3588333303381
2001-02-20,63,75904.4449314498,13224.09025,302.60763,171924.881780402,302.60763,1130147.85651601,4.33579698382932,24.7288888013361
2001-02-21,64,73930.8787875857,12918.419865,303.52881,168422.578848171,303.52881,1111633.75300921,4.36608751393938,24.9399615504301
2001-02-22,62,71063.1263256427,12630.396775,300.15115,170965.529973931,300.15115,1115687.73053235,4.42127419311412,25.0082144983274
2001-02-23,63,69728.2431147048,12806.93024,303.9894,169426.197675832,303.9894,1114709.2614364,4.47568717136772,25.5464886637024
2001-02-26,63,71262.7288060137,12736.2586,302.4541,172427.468447771,302.4541,1131094.25585375,4.4387394193412,25.2117036249729
2001-02-27,63,71242.3691360023,13813.220125,298.76938,171551.192564723,298.76938,1132345.36125131,4.48027037240034,25.6862361649553
2001-02-28,66,71451.7220707891,13825.31275,295.69878,167317.69172475,295.69878,1132441.19596288,4.5641920337906,26.9052369919954
2001-03-01,66,71050.481546931,13913.7547625,291.24641,167219.499414795,291.24641,1146907.94146464,4.66732295034681,28.146278353753
2001-03-02,80,64825.5035459018,15378.5768406097,288.94346,153860.9916206,288.94346,1158850.60286322,5.15984027691081,34.3444828869521
2001-03-05,80,65702.3499618267,15663.8384377529,300.9188,156285.493380268,300.9188,1172902.82326812,5.14350302959361,34.0223068201309
2001-03-06,83,64847.404642351,15606.24,299.69056,155680.931720385,299.69056,1186388.384,5.22514698424499,35.0706164215406
2001-03-07,83,65138.5590628062,15798.939,306.90647,157339.355986229,306.90647,1205799.936,5.28999109402846,35.8325939940052
2001-03-08,83,65222.7400901213,16051.113,293.2423,157508.659976932,293.2423,1205799.936,5.28786220819733,35.7469185083277
2001-03-09,82,64188.0049177961,14934.253315,290.93935,154816.185869079,290.93935,1187530.24,5.32408621872754,36.2464610018509
2001-03-12,78,65292.5771917681,15771.96894,280.19225,154218.04328903,280.19225,1168118.688,5.2829270441928,35.7452686763665
2001-03-13,80,65948.973352345,16434.938665,287.1011,151329.27172003,287.1011,1141856,5.15517860185635,34.3648992967304
2001-03-14,81,63421.3894094246,15951.86,291.86053,147063.631167992,291.86053,1128153.728,5.30427342914928,36.2117488842175
2001-03-15,81,64182.9038665795,16205.5125,292.62818,148075.85319323,292.62818,1130437.44,5.24214695869064,35.519719870718
2001-03-16,82,62174.6485459029,16060.84913,294.00995,143587.555096052,294.00995,1106458.464,5.30440131737256,36.3699365152415
2001-03-19,83,62423.4021012054,15746.3019,296.3129,144718.774025929,296.3129,1123814.6752,5.36093508821178,37.1027027468683
2001-03-20,84,60910.5927904769,15410.981855,292.62818,142825.515417725,292.62818,1115593.312,5.40981122380716,37.6851623828568
2001-03-21,86,59701.5086300417,15194.91119,291.707,140577.554952395,291.707,1115821.6832,5.51912649911914,39.2293184710724
2001-03-22,85,59367.534394488,14859.1863,293.54936,137682.748449817,293.54936,1084991.5712,5.43995329922073,38.3462272222015
2001-03-23,84,61085.0032279776,14915.215575,293.39583,138932.496930715,293.39583,1065123.2768,5.15504483038801,34.8276381746023
2001-03-26,86,61466.8328024917,14951.835655,293.39583,141420.005851461,293.39583,1094811.5328,5.20599976731145,35.5309308558848
2001-03-27,85,63674.0231143292,15582.6281,300.15115,147523.199569372,300.15115,1139115.5456,5.23155724628968,35.6598650737362
2001-03-28,86,61398.3322835096,15354.966935,300.15115,143132.867333643,300.15115,1122672.8192,5.35263780364822,37.344267571695
2001-03-29,89,59132.1610092091,14675.7112,296.92702,140169.995542792,296.92702,1110569.1456,5.404777229536,37.9660665554351
2001-03-30,94,57022.7834923162,13471.965325,300.9188,139095.008564039,300.9188,1133177.8944,5.60204889033513,40.5823512531374
2001-04-02,97,55066.2479114478,13590.896,298.46232,133615.575389507,298.46232,1105316.608,5.6895215656763,41.8511932059212
2001-04-03,97,53401.3316320972,13399.5624,296.3129,131359.119395434,296.3129,1093441.3056,5.76592155128612,42.8869042718824
2001-04-04,99,56154.8919728137,14363.87745,291.55347,133927.59719516,291.55347,1107600.32,5.57217709927398,40.8154610103668
