gvkey,GroupCount,mean_E,median_E,mode_E,std_E,min_E,max_E,skewness_E,kurtosis_E
24678,1231,623.304634291681,659.929119753721,168.071486145208,131.909559131718,168.071486145208,974.47758018231,-0.240198737484921,2.35189076957206
24731,2331,2409.80560350559,1896.44176288734,315.096929325813,1408.19751465336,315.096929325813,7145.13792041359,0.69778955875055,2.62462653114362
25021,291,828.693235433484,700.442001312134,188.046253219162,375.068687565799,188.046253219162,2015.50420272944,0.293173432496456,1.84116204053042
25056,786,12119.5928588415,12170.0518163538,6958.64227337044,2098.99054264115,6958.64227337044,16932.9633627261,-0.00739935621326679,2.67634992505902
25119,2013,1665.1462642281,1779.77917794652,63.2782314419353,539.30274019388,63.2782314419353,3490.41994741372,0.267318366226031,2.23533710392159
25124,2627,4166.50383694828,3625.0478257894,615.804125987716,1590.74375003113,615.804125987716,13684.6957938467,0.957759422684882,3.23079369164673
25157,2157,8580.71209131239,8133.03458464081,2024.82227700318,3267.33039947881,2024.82227700318,20015.2449386833,0.958668505528696,3.80011585368757
25180,558,2458.46361557269,2537.32803475251,219.185926049271,990.870772825577,219.185926049271,5494.478408003,0.337429902994669,2.34608319462396
25279,3733,5294.24938577568,5216.35495691717,953.862090063973,2487.00758493978,953.862090063973,14538.3261624113,0.593316995495364,3.16725341522662
25283,2682,3822.52059719851,3701.68705831402,713.871676860023,1140.7242006921,713.871676860023,8991.08258437795,0.528808722958639,3.32236864053788
25340,1614,4091.68601686534,3868.38047275648,928.199939314516,1364.81118218163,928.199939314516,7824.54492071421,0.603003105735521,2.46374898179228
25356,1103,4411.14970794347,3711.86920966425,1486.14019000145,1486.32432772756,1486.14019000145,8538.63990962673,0.583916281731226,2.04998729852645
25389,1269,1149.28765192894,1055.10235013027,672.729195602126,300.886939917117,672.729195602126,2981.05448820921,1.29576621178234,5.73552091432948
25495,802,2255.95054605418,2396.08704816702,73.2560598794357,731.084024252368,73.2560598794357,4636.06957239811,-0.413540537476149,2.62655959854869
25627,2603,2756.78399784399,2290.84403594309,492.031303256174,1337.96359769976,492.031303256174,6453.45682546552,1.12024813123864,3.60244359252834
25648,4744,13262.7482535125,14057.8941958013,656.496531950288,4371.89237746931,656.496531950288,28196.1070264956,0.358725192291648,3.18944330371185
25714,1491,19087.8592733769,18270.74820596,13907.4250637715,3144.37760367988,13907.4250637715,29463.6782451463,0.399757679662069,1.97053376022298
