gvkey,GroupCount,mean_F,median_F,mode_F,std_F,min_F,max_F,skewness_F,kurtosis_F
2663,4870,4607.42114989733,4248.5,3137,1264.88431892371,3137,8417,1.80860465872994,5.53732753870577
2696,3145,7031.36876122594,7306.37993969212,5029.09579230081,1518.30943875645,4405.66275696809,9342.24598930479,-0.312596502035134,1.97722817488412
2697,1688,6541.03068423277,7101.17566291942,6000.34450090432,2380.53815952466,1791.6913507109,10578.2446495189,-0.520507445831566,2.31282390770793
2698,492,2982.89772279973,2950.01492091913,3242.60551678298,202.94751178063,2546.7424186527,3246.48644179894,-0.223015220568646,2.07599637030352
2710,1602,3517.68414637952,3673.7,2946.532,668.829927148703,2105.428,4531.25,-0.518565034268128,2.31924512729198
2721,4636,10976.1008348792,10427.794,8815.73,2258.18456134802,6794.12,15130.7975,0.272059319209481,1.72112681471086
2751,4838,16946.6988218272,14684,10559.85,6888.33926719325,6674.85,32465,0.796201399503085,2.5451865412337
2783,2068,10659.0639601064,10621,10971.5,1075.1590156307,8517.5115,12801,0.168006078215214,2.45351530711398
2787,1730,589.779306358384,596.1,662.1,37.8280424773448,528.55,692.85,0.184413790050738,2.22543688747063
2812,560,1900.82896607143,1669.038,2622.3025,446.726554306604,1377.5125,2622.3025,0.359450165433991,1.63700630696559
2817,2411,32889.0207382829,32740,19909,9099.7704202827,18450,48322.5,0.0838702087185016,1.88212395203804
2884,2052,2912.87540862574,2547.334,2775.6875,1258.30603643403,2357.3985,7871.1555,3.46079777088232,13.2436883541277
2968,900,1069164.35166667,1014682.5,1050932.5,229514.636774318,858072,1760895.5,1.83820082082655,5.96210580383296
2991,2799,56995.9869596284,57380.5,47853.5,10454.1962616732,34360,72606,-0.11977798936532,1.91279884331732
3062,557,911.143595152603,886.8335,961.985,52.9155514394248,834.321,994.745,0.0573494874821265,1.7147555136463
3121,2399,2484.04751979992,2541,1620,665.406227577728,1522,3869,0.136719735122784,1.753974824177
3138,1785,846.389714565826,736.2235,937.128,271.80642284102,612.523,1563.719,1.40559955779651,3.80153005848488
3144,3400,23285.2319117647,18052,45004.5,13349.1526152515,9740,47702.5,0.682662765803415,1.80976282204389
3170,3457,5791.17244720856,5542.2,4235.2,1269.09604478739,3955.55,8617,0.583108292346873,2.21037629232143
3221,4798,17178.3944351813,17184.5,15562,1870.80176353263,12704.5,22841.5,0.250765483914754,3.56754328908567
3226,4800,51821.3513854167,41906.5,11801.9,23099.2233279457,11740.4,104813,0.587342998498151,3.20811421450962
3231,1075,48249.6511344186,48279,45439,2999.22056049373,41505.1905,55506.5,0.576240080000112,3.40547593521356
3243,586,968581.005972696,855308.5,855308.5,279731.42262255,742264.5,1528469.5,1.17552521634101,2.62016786131461
3246,2153,1328.46907454714,1425.479,2068.1395,426.045899408082,528.575,2418.413,-0.0784188015723978,2.57540336405292
3278,3488,8845.54343463303,8911.5,10046.5,2571.19308761455,5295.5,18799.5,0.848855177462625,4.56084416956134
3310,3136,4677.31042729592,4727.5,3972.5,484.102168375155,3783,6162.5,0.135501715046095,2.93540087224933
3336,2189,5564.1717222476,5270.7,6928.15,1301.37408378887,3636.75,7951.65,0.21409521758008,1.72987160680184
3362,968,6437.19695247934,4551.7,9137.15,2273.1086492275,3869.5,9137.15,0.0566680849485743,1.05266162363928
3413,3339,12377.4803626834,13181.5,10679,3378.12441113639,6640.6365,18175.5,0.00105447513338777,1.7787812550811
3416,1706,1422.16056359906,1500.486,1512.5075,179.055829002857,1060.456,1657.718,-1.05723123961699,2.5950882646429
3439,1652,7059.36107748184,7098,7635.5,355.48016500057,6044,7885,-0.767553025099427,4.15618484758332
3497,1395,2266.34652329749,2285.55,2123.8,166.367845861982,1977.5,2519.15,-0.237496166480844,1.91692481862223
3502,2397,1128.49657968294,1160.845,1254.4425,128.549978787379,745.5035,1320.214,-0.865774611475864,3.10920171496639
3505,1250,3560.7882732,3769.6955,3901.4565,627.410628528854,2098.1935,4538.643,-0.545584233730161,2.42162376295152
3532,3665,4145.61076398363,4058,4058,524.762798740632,3326,6249,0.903807451953861,3.6537964394907
3580,1678,1020.60088647199,993.1135,1134.8805,191.414295557476,673.7415,1314.494,-0.193632823935054,1.88060671748531
3607,911,1782.52057628979,1794.608,1702,198.131389606487,1398.7945,2201,0.0601466410210501,2.38275525198797
3650,4818,4771.33447488584,4224.5,1995.5,2008.9798429791,1995.5,9550,0.868396832008582,2.82192940429701
3734,1359,5557.89330389993,5548.5,5652,470.408307844525,4579.5,6514.5,0.435084568618549,2.87389771317796
3735,3529,5370.26182374613,5213.3315,2191.8695,2848.05713726093,1736.8475,17574.85,1.02026429992005,5.09738060032252
