date,Pi,Pi_hat,epsilon_011
1947-02-28,0.649654257039841,0.649654257039841,0
1947-03-31,1.74236411472537,0.935858590185949,1.09270985768553
1947-04-30,0,0.690736994696225,-0.935858590185949
1947-05-31,-0.227531383713554,0.450222655923266,-0.918268378409779
1947-06-30,0.590508188771418,0.486966469568266,0.140285532848152
1947-07-31,0.677050656721071,0.53675362728726,0.190084187152805
1947-08-31,0.761823088488892,0.595704184566212,0.225069461201632
1947-09-30,1.94524259268154,0.949177467005352,1.34953840811533
1947-10-31,0.306011167759462,0.780718309724925,-0.64316629924589
1947-11-30,0.65260183755087,0.747161836132499,-0.128116472174054
1947-12-31,1.50637666619064,0.946016612286592,0.759214830058142
1948-01-31,1.14675285129855,0.998593772655918,0.200736239011959
1948-02-29,-0.0422386489912328,0.725977261457479,-1.04083242164715
1948-03-31,-0.720800237577941,0.347034959061418,-1.44677749903542
1948-04-30,1.35251427770408,0.610391728344949,1.00547931864266
1948-05-31,0.79448463060078,0.658609639034124,0.184092902255831
1948-06-30,0.581396986541982,0.638385976218669,-0.0772126524921419
1948-07-31,1.02987522005745,0.740925472113834,0.391489243838778
1948-08-31,0.12287529704929,0.579044770698866,-0.618050175064544
1948-09-30,-0.286944242795282,0.352223527735139,-0.865989013494148
1948-10-31,-0.205465451366436,0.20615272838793,-0.557688979101575
1948-11-30,-0.618941526141774,-0.00995729316942995,-0.825094254529704
1948-12-31,-0.456337651484399,-0.126873958542667,-0.446380358314969
1949-01-31,-0.166458631860833,-0.137242040197782,-0.0395846733181662
1949-02-28,-0.417362876292852,-0.210611742622478,-0.28012083609507
1949-03-31,0,-0.155447974376001,0.210611742622478
1949-04-30,0.0418147612197609,-0.103780599639083,0.197262735595762
1949-05-31,-0.0418147612197652,-0.0875504070239962,0.061965838419318
1949-06-30,0.0418147612197609,-0.0536668729374995,0.129365168243757
1949-07-31,-0.923988094134554,-0.281622814749177,-0.870321221197054
1949-08-31,0,-0.207859711646272,0.281622814749177
1949-09-30,0.21074823395648,-0.098217241526471,0.418607945602752
1949-10-31,-0.337410695475754,-0.160867177828382,-0.239193453949283
1949-11-30,0.126662461519276,-0.0855569496736358,0.287529639347658
1949-12-31,-0.380469704366397,-0.162800975340159,-0.294912754692761
1950-01-31,-0.424448854544331,-0.231332211019992,-0.261647879204173
1950-02-28,0.424448854544338,-0.0595689737437907,0.655781065564329
1950-03-31,0.126984144047594,-0.0107066794226789,0.186553117791384
1950-04-30,0.0422922400044462,0.00317488326792696,0.052998919427125
1950-05-31,0.506116643416073,0.134906202485105,0.502941760148146
1950-06-30,0.461700715229872,0.220500749782436,0.326794512744767
1950-07-31,0.79249632705794,0.370318756461179,0.571995577275504
1950-08-31,0.538638136766009,0.414405240770698,0.16831938030483
1950-09-30,0.576845439674045,0.456951840379241,0.162440198903347
1950-10-31,0.655202999130011,0.508878104507478,0.198251158750771
1950-11-30,0.407332538763587,0.482281125699917,-0.101545565743891
1950-12-31,1.53290617591144,0.75746253800939,1.05062505021153
1951-01-31,1.58859575888099,0.975154295397736,0.831133220871598
1951-02-28,1.75751448215075,1.18007134080994,0.782360186753013
1951-03-31,0.193386252495075,0.921637186729459,-0.986685088314867
1951-04-30,0.154440185137421,0.720691707297777,-0.767197001592038
1951-05-31,0.269697716932488,0.602566631956371,-0.45099399036529
1951-06-30,-0.231124910282583,0.384204794897957,-0.833691542238955
1951-07-31,-0.0771604976554364,0.263363251314112,-0.461365292553393
1951-08-31,-0.193162123030726,0.143789386934969,-0.456525374344838
1951-09-30,0.655234566276265,0.277747935459653,0.511445179341296
1951-10-31,0.498180758252388,0.335484056907791,0.220432822792735
1951-11-30,0.609757986811854,0.407322328206836,0.274273929904063
1951-12-31,0.568290978189349,0.449483497342123,0.160968649982513
1952-01-31,-0.0755857934701547,0.311956499506915,-0.525069290812278
1952-02-29,-0.151343199526749,0.190608293049275,-0.463299699033664
1952-03-31,-0.0757575793808086,0.120841312953381,-0.266365872430083
1952-04-30,0.264900817157686,0.158573611279565,0.144059504204305
1952-05-31,0.0377857552200263,0.1269366606723,-0.120787856059538
1952-06-30,0.226415191063849,0.152992238237394,0.0994785303915488
1952-07-31,0.563805289777468,0.260593057097749,0.410813051540075
1952-08-31,0.0374742369009963,0.202153414865533,-0.223118820196753
1952-09-30,-0.225056359059195,0.0902579399600487,-0.427209773924727
1952-10-31,0.225056359059196,0.125564559897694,0.134798419099147
1952-11-30,0,0.0926764872958572,-0.125564559897694
1952-12-31,0.0749063705436744,0.0880221095768172,-0.0177701167521828
1953-01-31,-0.262418144968115,-0.00376576865466988,-0.350440254544933
1953-02-28,-0.187864041725994,-0.0519850860765249,-0.184098273071324
1953-03-31,0.150319457091236,0.00100284705368062,0.202304543167761
1953-04-30,0.225056359059196,0.059687305276109,0.224053512005515
1953-05-31,0.0374601989770972,0.0538655456467499,-0.0222271062990118
1953-06-30,0.261829212605737,0.108335725632758,0.207963666958987
1953-07-31,0.0746826024256116,0.099521245175717,-0.0336531232071465
1953-08-31,0.223713739835642,0.132049944231459,0.124192494659925
1953-09-30,0.148864932589961,0.136454153176913,0.0168149883585013
1953-10-31,0.222882707423284,0.159091659884557,0.0864285542463706
1953-11-30,-0.371747640013242,0.0200533719379318,-0.530839299897799
1953-12-31,0.0744601672526052,0.0343036877579381,0.0544067953146734
1954-01-31,0.2601748354818,0.0934642240673473,0.225871147723862
1954-02-28,0.185425604769525,0.117550897628443,0.0919613807021781
1954-03-31,-0.222552020640565,0.0284705912327445,-0.340102918269007
1954-04-30,-0.260271572841599,-0.0471572233594108,-0.288742164074343
1954-05-31,0.260271572841597,0.0333650241409336,0.307428796201008
1954-06-30,0.0371264158710412,0.0343502139461184,0.00376139173010762
1954-07-31,-0.297397988712651,-0.0525418118250063,-0.331748202658769
1954-08-31,-0.0372370140217719,-0.0485331544321933,0.0153047978032343
1954-09-30,-0.149086870700588,-0.0748703464210305,-0.100553716268394
1954-10-31,-0.336260357942297,-0.143334040980312,-0.261390011521266
1954-11-30,0.224299159458145,-0.0470429585545331,0.367633200438456
1954-12-31,-0.0373482730765317,-0.0445037108550846,0.0096946854780014
1955-01-31,0,-0.0328472269328243,0.0445037108550846
1955-02-28,0.186602032127126,0.0246312779117216,0.21944925905995
1955-03-31,-0.111919429701511,-0.0111343042674792,-0.136550707613233
1955-04-30,0,-0.00821798928641963,0.0111343042674792
1955-05-31,-0.0746826024256225,-0.0256265082519309,-0.0664646131392029
1955-06-30,-0.224383041039163,-0.0776851407651312,-0.198756532787232
1955-07-31,0.187020813815815,-0.00835292903684023,0.264705954580946
1955-08-31,-0.14958865915828,-0.045345619888398,-0.14123573012144
1955-09-30,0.485347228642889,0.0936543092794571,0.530692848531287
1955-10-31,-0.111794310134128,0.0398428746140841,-0.205448619413585
1955-11-30,0.223463780141636,0.0879371591568359,0.183620905527552
1955-12-31,-0.0372093027548852,0.0551585954556682,-0.125146461911721
1956-01-31,-0.148975818986719,0.00169137948179285,-0.204134414442387
1956-02-29,0.111752665755876,0.0305188095829517,0.110061286274083
1956-03-31,0.111627918568192,0.0517630385847518,0.0811091089852405
1956-04-30,0.148643654273415,0.0771381661293026,0.0968806156886634
1956-05-31,0.370645346484874,0.154014041492217,0.293507180355572
1956-06-30,0.442968609158804,0.22969748917677,0.288954567666586
1956-07-31,0.51432883403026,0.304248591350241,0.28463134485349
1956-08-31,0.0732600765366435,0.243747705976457,-0.230988514813597
1956-09-30,0.146359338237657,0.218239587193756,-0.0973883677388002
1956-10-31,0.583304606849294,0.313858007555397,0.365065019655538
1956-11-30,0,0.231651810619257,-0.313858007555397
1956-12-31,0.435256399884194,0.284980253925777,0.203604589264937
1957-01-31,0.144665486350937,0.248228783073882,-0.14031476757484
1957-02-28,0.468722689775676,0.30598090371827,0.220493906701794
1957-03-31,0.215594765506811,0.282306820217957,-0.090386138211459
1957-04-30,0.250941160542571,0.274091475908631,-0.0313656596753864
1957-05-31,0.250313021811848,0.267863384755111,-0.0237784540967831
1957-06-30,0.392087474323666,0.300400359200419,0.124224089568555
1957-07-31,0.284192020758078,0.296155044982131,-0.0162083384423409
1957-08-31,0.318753590235093,0.30207409250303,0.0225985452529621
